IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	coronal	distributed	anterior	high	low	front	back
n	0000jardwadjali	west2443	Jardwadjali	+	-	+	0	0	0	0
ɳ	0000jardwadjali	west2443	Jardwadjali	+	-	-	0	0	0	0
ȵ	0000jardwadjali	west2443	Jardwadjali	+	+	0	0	0	0	0
l	0000jardwadjali	west2443	Jardwadjali	+	-	+	0	0	0	0
ɭ	0000jardwadjali	west2443	Jardwadjali	+	-	-	0	0	0	0
ȴ	0000jardwadjali	west2443	Jardwadjali	+	+	0	0	0	0	0
r	0000jardwadjali	west2443	Jardwadjali	+	-	+	0	0	0	0
ɻ	0000jardwadjali	west2443	Jardwadjali	+	-	-	0	0	0	0
j	0000jardwadjali	west2443	Jardwadjali	+	+	0	0	0	0	0
t	nari1241		Nari Nari	+	-	+	0	0	0	0
ʈ	nari1241		Nari Nari	+	-	-	0	0	0	0
t̪	nari1241		Nari Nari	+	+	+	0	0	0	0
ȶ	nari1241		Nari Nari	+	+	-	0	0	0	0
n	nari1241		Nari Nari	+	-	+	0	0	0	0
ɳ	nari1241		Nari Nari	+	-	-	0	0	0	0
n̪	nari1241		Nari Nari	+	+	+	0	0	0	0
ȵ	nari1241		Nari Nari	+	+	-	0	0	0	0
l	nari1241		Nari Nari	+	-	+	0	0	0	0
ɭ	nari1241		Nari Nari	+	-	-	0	0	0	0
r	nari1241		Nari Nari	+	-	+	0	0	0	0
ɻ	nari1241		Nari Nari	+	-	-	0	0	0	0
j	nari1241		Nari Nari	+	+	-	0	0	0	0
t	djab1234		Djabwurung	+	-	+	0	0	0	0
ʈ	djab1234		Djabwurung	+	-	-	0	0	0	0
ȶ	djab1234		Djabwurung	+	+	0	0	0	0	0
n	djab1234		Djabwurung	+	-	+	0	0	0	0
ɳ	djab1234		Djabwurung	+	-	-	0	0	0	0
ȵ	djab1234		Djabwurung	+	+	0	0	0	0	0
l	djab1234		Djabwurung	+	-	+	0	0	0	0
ɭ	djab1234		Djabwurung	+	-	-	0	0	0	0
ȴ	djab1234		Djabwurung	+	+	0	0	0	0	0
r	djab1234		Djabwurung	+	-	+	0	0	0	0
ɻ	djab1234		Djabwurung	+	-	-	0	0	0	0
j	djab1234		Djabwurung	+	+	0	0	0	0	0
t	wemb1241		Wemba Wemba	+	-	+	0	0	0	0
ʈ	wemb1241		Wemba Wemba	+	-	-	0	0	0	0
t̪	wemb1241		Wemba Wemba	+	+	+	0	0	0	0
ȶ	wemb1241		Wemba Wemba	+	+	-	0	0	0	0
n	wemb1241		Wemba Wemba	+	-	+	0	0	0	0
ɳ	wemb1241		Wemba Wemba	+	-	-	0	0	0	0
ȵ	wemb1241		Wemba Wemba	+	+	-	0	0	0	0
l	wemb1241		Wemba Wemba	+	-	+	0	0	0	0
r	wemb1241		Wemba Wemba	+	-	+	0	0	0	0
ɻ	wemb1241		Wemba Wemba	+	-	-	0	0	0	0
j	wemb1241		Wemba Wemba	+	+	-	0	0	0	0
t	wotj1234		Wotjobaluk	+	-	+	0	0	0	0
ʈ	wotj1234		Wotjobaluk	+	-	-	0	0	0	0
ȶ	wotj1234		Wotjobaluk	+	+	0	0	0	0	0
n	wotj1234		Wotjobaluk	+	-	+	0	0	0	0
ɳ	wotj1234		Wotjobaluk	+	-	-	0	0	0	0
ȵ	wotj1234		Wotjobaluk	+	+	0	0	0	0	0
l	wotj1234		Wotjobaluk	+	-	+	0	0	0	0
r	wotj1234		Wotjobaluk	+	-	+	0	0	0	0
ɻ	wotj1234		Wotjobaluk	+	-	-	0	0	0	0
j	wotj1234		Wotjobaluk	+	+	0	0	0	0	0
t	gana1268		Bidhawal	+	-	+	0	0	0	0
ʈ	gana1268		Bidhawal	+	-	-	0	0	0	0
t̪	gana1268		Bidhawal	+	+	+	0	0	0	0
ȶ	gana1268		Bidhawal	+	+	-	0	0	0	0
n	gana1268		Bidhawal	+	-	+	0	0	0	0
ɳ	gana1268		Bidhawal	+	-	-	0	0	0	0
n̪	gana1268		Bidhawal	+	+	+	0	0	0	0
ȵ	gana1268		Bidhawal	+	+	-	0	0	0	0
l	gana1268		Bidhawal	+	-	+	0	0	0	0
r	gana1268		Bidhawal	+	-	+	0	0	0	0
ɻ	gana1268		Bidhawal	+	-	-	0	0	0	0
j	gana1268		Bidhawal	+	+	-	0	0	0	0
t	gana1278		Muk-Thang	+	-	+	0	0	0	0
ʈ	gana1278		Muk-Thang	+	-	-	0	0	0	0
t̪	gana1278		Muk-Thang	+	+	+	0	0	0	0
ȶ	gana1278		Muk-Thang	+	+	-	0	0	0	0
n	gana1278		Muk-Thang	+	-	+	0	0	0	0
ɳ	gana1278		Muk-Thang	+	-	-	0	0	0	0
n̪	gana1278		Muk-Thang	+	+	+	0	0	0	0
ȵ	gana1278		Muk-Thang	+	+	-	0	0	0	0
l	gana1278		Muk-Thang	+	-	+	0	0	0	0
r	gana1278		Muk-Thang	+	-	+	0	0	0	0
ɻ	gana1278		Muk-Thang	+	-	-	0	0	0	0
j	gana1278		Muk-Thang	+	+	-	0	0	0	0
t	0000thangguai	gana1278	Thangguai	+	-	+	0	0	0	0
ʈ	0000thangguai	gana1278	Thangguai	+	-	-	0	0	0	0
t̪	0000thangguai	gana1278	Thangguai	+	+	+	0	0	0	0
ȶ	0000thangguai	gana1278	Thangguai	+	+	-	0	0	0	0
n	0000thangguai	gana1278	Thangguai	+	-	+	0	0	0	0
ɳ	0000thangguai	gana1278	Thangguai	+	-	-	0	0	0	0
n̪	0000thangguai	gana1278	Thangguai	+	+	+	0	0	0	0
ȵ	0000thangguai	gana1278	Thangguai	+	+	-	0	0	0	0
l	0000thangguai	gana1278	Thangguai	+	-	+	0	0	0	0
r	0000thangguai	gana1278	Thangguai	+	-	+	0	0	0	0
ɻ	0000thangguai	gana1278	Thangguai	+	-	-	0	0	0	0
j	0000thangguai	gana1278	Thangguai	+	+	-	0	0	0	0
t	0000nulit	gana1278	Nulit	+	-	+	0	0	0	0
ʈ	0000nulit	gana1278	Nulit	+	-	-	0	0	0	0
t̪	0000nulit	gana1278	Nulit	+	+	+	0	0	0	0
ȶ	0000nulit	gana1278	Nulit	+	+	-	0	0	0	0
n	0000nulit	gana1278	Nulit	+	-	+	0	0	0	0
ɳ	0000nulit	gana1278	Nulit	+	-	-	0	0	0	0
n̪	0000nulit	gana1278	Nulit	+	+	+	0	0	0	0
ȵ	0000nulit	gana1278	Nulit	+	+	-	0	0	0	0
l	0000nulit	gana1278	Nulit	+	-	+	0	0	0	0
r	0000nulit	gana1278	Nulit	+	-	+	0	0	0	0
ɻ	0000nulit	gana1278	Nulit	+	-	-	0	0	0	0
j	0000nulit	gana1278	Nulit	+	+	-	0	0	0	0
t	yari1243		Yari-Yari	+	-	+	0	0	0	0
ʈ	yari1243		Yari-Yari	+	-	-	0	0	0	0
t̪	yari1243		Yari-Yari	+	+	+	0	0	0	0
ȶ	yari1243		Yari-Yari	+	+	-	0	0	0	0
n	yari1243		Yari-Yari	+	-	+	0	0	0	0
ɳ	yari1243		Yari-Yari	+	-	-	0	0	0	0
n̪	yari1243		Yari-Yari	+	+	+	0	0	0	0
ȵ	yari1243		Yari-Yari	+	+	-	0	0	0	0
l	yari1243		Yari-Yari	+	-	+	0	0	0	0
ɭ	yari1243		Yari-Yari	+	-	-	0	0	0	0
l̪	yari1243		Yari-Yari	+	+	+	0	0	0	0
ȴ	yari1243		Yari-Yari	+	+	-	0	0	0	0
r	yari1243		Yari-Yari	+	-	+	0	0	0	0
ɻ	yari1243		Yari-Yari	+	-	-	0	0	0	0
j	yari1243		Yari-Yari	+	+	-	0	0	0	0
t	kera1256		Keramin	+	-	+	0	0	0	0
ʈ	kera1256		Keramin	+	-	-	0	0	0	0
t̪	kera1256		Keramin	+	+	+	0	0	0	0
ȶ	kera1256		Keramin	+	+	-	0	0	0	0
n	kera1256		Keramin	+	-	+	0	0	0	0
ɳ	kera1256		Keramin	+	-	-	0	0	0	0
n̪	kera1256		Keramin	+	+	+	0	0	0	0
ȵ	kera1256		Keramin	+	+	-	0	0	0	0
l	kera1256		Keramin	+	-	+	0	0	0	0
ɭ	kera1256		Keramin	+	-	-	0	0	0	0
l̪	kera1256		Keramin	+	+	+	0	0	0	0
ȴ	kera1256		Keramin	+	+	-	0	0	0	0
r	kera1256		Keramin	+	-	+	0	0	0	0
ɻ	kera1256		Keramin	+	-	-	0	0	0	0
j	kera1256		Keramin	+	+	-	0	0	0	0
t	0000ngayawang	uppe1415	Ngayawang	+	-	+	0	0	0	0
ʈ	0000ngayawang	uppe1415	Ngayawang	+	-	-	0	0	0	0
t̪	0000ngayawang	uppe1415	Ngayawang	+	+	+	0	0	0	0
ȶ	0000ngayawang	uppe1415	Ngayawang	+	+	-	0	0	0	0
n	0000ngayawang	uppe1415	Ngayawang	+	-	+	0	0	0	0
ɳ	0000ngayawang	uppe1415	Ngayawang	+	-	-	0	0	0	0
n̪	0000ngayawang	uppe1415	Ngayawang	+	+	+	0	0	0	0
ȵ	0000ngayawang	uppe1415	Ngayawang	+	+	-	0	0	0	0
l	0000ngayawang	uppe1415	Ngayawang	+	-	+	0	0	0	0
ɭ	0000ngayawang	uppe1415	Ngayawang	+	-	-	0	0	0	0
l̪	0000ngayawang	uppe1415	Ngayawang	+	+	+	0	0	0	0
ȴ	0000ngayawang	uppe1415	Ngayawang	+	+	-	0	0	0	0
r	0000ngayawang	uppe1415	Ngayawang	+	-	+	0	0	0	0
ɻ	0000ngayawang	uppe1415	Ngayawang	+	-	-	0	0	0	0
j	0000ngayawang	uppe1415	Ngayawang	+	+	-	0	0	0	0
t	ngin1247		Ngintait	+	-	+	0	0	0	0
ʈ	ngin1247		Ngintait	+	-	-	0	0	0	0
t̪	ngin1247		Ngintait	+	+	+	0	0	0	0
ȶ	ngin1247		Ngintait	+	+	-	0	0	0	0
n	ngin1247		Ngintait	+	-	+	0	0	0	0
ɳ	ngin1247		Ngintait	+	-	-	0	0	0	0
n̪	ngin1247		Ngintait	+	+	+	0	0	0	0
ȵ	ngin1247		Ngintait	+	+	-	0	0	0	0
l	ngin1247		Ngintait	+	-	+	0	0	0	0
ɭ	ngin1247		Ngintait	+	-	-	0	0	0	0
l̪	ngin1247		Ngintait	+	+	+	0	0	0	0
ȴ	ngin1247		Ngintait	+	+	-	0	0	0	0
r	ngin1247		Ngintait	+	-	+	0	0	0	0
ɻ	ngin1247		Ngintait	+	-	-	0	0	0	0
j	ngin1247		Ngintait	+	+	-	0	0	0	0
t	narr1259		Yaraldi	+	-	+	0	0	0	0
ʈ	narr1259		Yaraldi	+	-	-	0	0	0	0
t̪	narr1259		Yaraldi	+	+	+	0	0	0	0
ȶ	narr1259		Yaraldi	+	+	-	0	0	0	0
n	narr1259		Yaraldi	+	-	+	0	0	0	0
ɳ	narr1259		Yaraldi	+	-	-	0	0	0	0
n̪	narr1259		Yaraldi	+	+	+	0	0	0	0
ȵ	narr1259		Yaraldi	+	+	-	0	0	0	0
l	narr1259		Yaraldi	+	-	+	0	0	0	0
ɭ	narr1259		Yaraldi	+	-	-	0	0	0	0
l̪	narr1259		Yaraldi	+	+	+	0	0	0	0
ȴ	narr1259		Yaraldi	+	+	-	0	0	0	0
r	narr1259		Yaraldi	+	-	+	0	0	0	0
ɻ	narr1259		Yaraldi	+	-	-	0	0	0	0
j	narr1259		Yaraldi	+	+	-	0	0	0	0
t	lowe1403		Yitha Yitha	+	-	+	0	0	0	0
ʈ	lowe1403		Yitha Yitha	+	-	-	0	0	0	0
t̪	lowe1403		Yitha Yitha	+	+	+	0	0	0	0
ȶ	lowe1403		Yitha Yitha	+	+	-	0	0	0	0
n	lowe1403		Yitha Yitha	+	-	+	0	0	0	0
ɳ	lowe1403		Yitha Yitha	+	-	-	0	0	0	0
n̪	lowe1403		Yitha Yitha	+	+	+	0	0	0	0
ȵ	lowe1403		Yitha Yitha	+	+	-	0	0	0	0
l	lowe1403		Yitha Yitha	+	-	+	0	0	0	0
ɭ	lowe1403		Yitha Yitha	+	-	-	0	0	0	0
l̪	lowe1403		Yitha Yitha	+	+	+	0	0	0	0
ȴ	lowe1403		Yitha Yitha	+	+	-	0	0	0	0
r	lowe1403		Yitha Yitha	+	-	+	0	0	0	0
ɻ	lowe1403		Yitha Yitha	+	-	-	0	0	0	0
j	lowe1403		Yitha Yitha	+	+	-	0	0	0	0
t	bidy1243		Bidyara	+	-	+	0	0	0	0
ʈ	bidy1243		Bidyara	+	-	-	0	0	0	0
t̪	bidy1243		Bidyara	+	+	+	0	0	0	0
ȶ	bidy1243		Bidyara	+	+	-	0	0	0	0
n	bidy1243		Bidyara	+	-	+	0	0	0	0
n̪	bidy1243		Bidyara	+	+	+	0	0	0	0
ȵ	bidy1243		Bidyara	+	+	-	0	0	0	0
l	bidy1243		Bidyara	+	-	+	0	0	0	0
r	bidy1243		Bidyara	+	-	+	0	0	0	0
ɻ	bidy1243		Bidyara	+	-	-	0	0	0	0
j	bidy1243		Bidyara	+	+	-	0	0	0	0
t	gung1248		Gungabula	+	-	+	0	0	0	0
ʈ	gung1248		Gungabula	+	-	-	0	0	0	0
t̪	gung1248		Gungabula	+	+	+	0	0	0	0
ȶ	gung1248		Gungabula	+	+	-	0	0	0	0
n	gung1248		Gungabula	+	-	+	0	0	0	0
n̪	gung1248		Gungabula	+	+	+	0	0	0	0
ȵ	gung1248		Gungabula	+	+	-	0	0	0	0
l	gung1248		Gungabula	+	-	+	0	0	0	0
r	gung1248		Gungabula	+	-	+	0	0	0	0
ɻ	gung1248		Gungabula	+	-	-	0	0	0	0
j	gung1248		Gungabula	+	+	-	0	0	0	0
t	kung1258		Gunggari	+	-	+	0	0	0	0
ʈ	kung1258		Gunggari	+	-	-	0	0	0	0
t̪	kung1258		Gunggari	+	+	+	0	0	0	0
ȶ	kung1258		Gunggari	+	+	-	0	0	0	0
n	kung1258		Gunggari	+	-	+	0	0	0	0
ȵ	kung1258		Gunggari	+	+	-	0	0	0	0
l	kung1258		Gunggari	+	-	+	0	0	0	0
r	kung1258		Gunggari	+	-	+	0	0	0	0
ɻ	kung1258		Gunggari	+	-	-	0	0	0	0
j	kung1258		Gunggari	+	+	-	0	0	0	0
t͉	guny1241		Gunya	+	-	+	0	0	0	0
t͈	guny1241		Gunya	+	-	+	0	0	0	0
ʈ͉	guny1241		Gunya	+	-	-	0	0	0	0
ʈ͈	guny1241		Gunya	+	-	-	0	0	0	0
t̪͉	guny1241		Gunya	+	+	+	0	0	0	0
t̪͈	guny1241		Gunya	+	+	+	0	0	0	0
ȶ͉	guny1241		Gunya	+	+	-	0	0	0	0
ȶ͈	guny1241		Gunya	+	+	-	0	0	0	0
n	guny1241		Gunya	+	-	+	0	0	0	0
ɳ	guny1241		Gunya	+	-	-	0	0	0	0
n̪	guny1241		Gunya	+	+	+	0	0	0	0
ȵ	guny1241		Gunya	+	+	-	0	0	0	0
l	guny1241		Gunya	+	-	+	0	0	0	0
ɭ	guny1241		Gunya	+	-	-	0	0	0	0
ȴ	guny1241		Gunya	+	+	-	0	0	0	0
r	guny1241		Gunya	+	-	+	0	0	0	0
ɻ	guny1241		Gunya	+	-	-	0	0	0	0
j	guny1241		Gunya	+	+	-	0	0	0	0
t	guwa1243		Guwamu	+	-	+	0	0	0	0
ʈ	guwa1243		Guwamu	+	-	-	0	0	0	0
t̪	guwa1243		Guwamu	+	+	+	0	0	0	0
ȶ	guwa1243		Guwamu	+	+	-	0	0	0	0
n	guwa1243		Guwamu	+	-	+	0	0	0	0
ȵ	guwa1243		Guwamu	+	+	-	0	0	0	0
l	guwa1243		Guwamu	+	-	+	0	0	0	0
r	guwa1243		Guwamu	+	-	+	0	0	0	0
ɻ	guwa1243		Guwamu	+	-	-	0	0	0	0
j	guwa1243		Guwamu	+	+	-	0	0	0	0
t͉	marg1253		Margany	+	-	+	0	0	0	0
t͈	marg1253		Margany	+	-	+	0	0	0	0
ʈ͉	marg1253		Margany	+	-	-	0	0	0	0
ʈ͈	marg1253		Margany	+	-	-	0	0	0	0
t̪͉	marg1253		Margany	+	+	+	0	0	0	0
t̪͈	marg1253		Margany	+	+	+	0	0	0	0
ȶ͉	marg1253		Margany	+	+	-	0	0	0	0
ȶ͈	marg1253		Margany	+	+	-	0	0	0	0
n	marg1253		Margany	+	-	+	0	0	0	0
ɳ	marg1253		Margany	+	-	-	0	0	0	0
n̪	marg1253		Margany	+	+	+	0	0	0	0
ȵ	marg1253		Margany	+	+	-	0	0	0	0
l	marg1253		Margany	+	-	+	0	0	0	0
ɭ	marg1253		Margany	+	-	-	0	0	0	0
ȴ	marg1253		Margany	+	+	-	0	0	0	0
r	marg1253		Margany	+	-	+	0	0	0	0
ɻ	marg1253		Margany	+	-	-	0	0	0	0
j	marg1253		Margany	+	+	-	0	0	0	0
t	0000yandjibara	bidy1243	Yandjibara	+	-	+	0	0	0	0
ʈ	0000yandjibara	bidy1243	Yandjibara	+	-	-	0	0	0	0
t̪	0000yandjibara	bidy1243	Yandjibara	+	+	+	0	0	0	0
ȶ	0000yandjibara	bidy1243	Yandjibara	+	+	-	0	0	0	0
n	0000yandjibara	bidy1243	Yandjibara	+	-	+	0	0	0	0
ɳ	0000yandjibara	bidy1243	Yandjibara	+	-	-	0	0	0	0
n̪	0000yandjibara	bidy1243	Yandjibara	+	+	+	0	0	0	0
ȵ	0000yandjibara	bidy1243	Yandjibara	+	+	-	0	0	0	0
l	0000yandjibara	bidy1243	Yandjibara	+	-	+	0	0	0	0
ɭ	0000yandjibara	bidy1243	Yandjibara	+	-	-	0	0	0	0
r	0000yandjibara	bidy1243	Yandjibara	+	-	+	0	0	0	0
ɻ	0000yandjibara	bidy1243	Yandjibara	+	-	-	0	0	0	0
j	0000yandjibara	bidy1243	Yandjibara	+	+	-	0	0	0	0
t	0000yiningay	bidy1243	Yiningay	+	-	+	0	0	0	0
ʈ	0000yiningay	bidy1243	Yiningay	+	-	-	0	0	0	0
t̪	0000yiningay	bidy1243	Yiningay	+	+	+	0	0	0	0
ȶ	0000yiningay	bidy1243	Yiningay	+	+	-	0	0	0	0
n	0000yiningay	bidy1243	Yiningay	+	-	+	0	0	0	0
ɳ	0000yiningay	bidy1243	Yiningay	+	-	-	0	0	0	0
n̪	0000yiningay	bidy1243	Yiningay	+	+	+	0	0	0	0
ȵ	0000yiningay	bidy1243	Yiningay	+	+	-	0	0	0	0
l	0000yiningay	bidy1243	Yiningay	+	-	+	0	0	0	0
ɻ	0000yiningay	bidy1243	Yiningay	+	-	-	0	0	0	0
j	0000yiningay	bidy1243	Yiningay	+	+	-	0	0	0	0
t	kara1476		Karajarri	+	-	+	0	0	0	0
ʈ	kara1476		Karajarri	+	-	-	0	0	0	0
ȶ	kara1476		Karajarri	+	+	0	0	0	0	0
n	kara1476		Karajarri	+	-	+	0	0	0	0
ɳ	kara1476		Karajarri	+	-	-	0	0	0	0
ȵ	kara1476		Karajarri	+	+	0	0	0	0	0
l	kara1476		Karajarri	+	-	+	0	0	0	0
ɭ	kara1476		Karajarri	+	-	-	0	0	0	0
ȴ	kara1476		Karajarri	+	+	0	0	0	0	0
r	kara1476		Karajarri	+	-	+	0	0	0	0
ɻ	kara1476		Karajarri	+	-	-	0	0	0	0
j	kara1476		Karajarri	+	+	0	0	0	0	0
t	mang1383		Mangala	+	-	+	0	0	0	0
ʈ	mang1383		Mangala	+	-	-	0	0	0	0
ȶ	mang1383		Mangala	+	+	0	0	0	0	0
n	mang1383		Mangala	+	-	+	0	0	0	0
ɳ	mang1383		Mangala	+	-	-	0	0	0	0
ȵ	mang1383		Mangala	+	+	0	0	0	0	0
l	mang1383		Mangala	+	-	+	0	0	0	0
ɭ	mang1383		Mangala	+	-	-	0	0	0	0
ȴ	mang1383		Mangala	+	+	0	0	0	0	0
r	mang1383		Mangala	+	-	+	0	0	0	0
ɻ	mang1383		Mangala	+	-	-	0	0	0	0
j	mang1383		Mangala	+	+	0	0	0	0	0
t	nyan1301		Nyangumarta	+	-	+	0	0	0	0
ʈ	nyan1301		Nyangumarta	+	-	-	0	0	0	0
ȶ	nyan1301		Nyangumarta	+	+	0	0	0	0	0
n	nyan1301		Nyangumarta	+	-	+	0	0	0	0
ɳ	nyan1301		Nyangumarta	+	-	-	0	0	0	0
ȵ	nyan1301		Nyangumarta	+	+	0	0	0	0	0
l	nyan1301		Nyangumarta	+	-	+	0	0	0	0
ɭ	nyan1301		Nyangumarta	+	-	-	0	0	0	0
ȴ	nyan1301		Nyangumarta	+	+	0	0	0	0	0
r	nyan1301		Nyangumarta	+	-	+	0	0	0	0
ɻ	nyan1301		Nyangumarta	+	-	-	0	0	0	0
j	nyan1301		Nyangumarta	+	+	0	0	0	0	0
t	mayk1239		Mayi-Kulan	+	-	+	0	0	0	0
ʈ	mayk1239		Mayi-Kulan	+	-	-	0	0	0	0
t̪	mayk1239		Mayi-Kulan	+	+	+	0	0	0	0
ȶ	mayk1239		Mayi-Kulan	+	+	-	0	0	0	0
n	mayk1239		Mayi-Kulan	+	-	+	0	0	0	0
ɳ	mayk1239		Mayi-Kulan	+	-	-	0	0	0	0
n̪	mayk1239		Mayi-Kulan	+	+	+	0	0	0	0
ȵ	mayk1239		Mayi-Kulan	+	+	-	0	0	0	0
l	mayk1239		Mayi-Kulan	+	-	+	0	0	0	0
ɭ	mayk1239		Mayi-Kulan	+	-	-	0	0	0	0
r	mayk1239		Mayi-Kulan	+	-	+	0	0	0	0
ɻ	mayk1239		Mayi-Kulan	+	-	-	0	0	0	0
j	mayk1239		Mayi-Kulan	+	+	-	0	0	0	0
t	maya1280		Mayi-Kutuna	+	-	+	0	0	0	0
ʈ	maya1280		Mayi-Kutuna	+	-	-	0	0	0	0
t̪	maya1280		Mayi-Kutuna	+	+	+	0	0	0	0
ȶ	maya1280		Mayi-Kutuna	+	+	-	0	0	0	0
n	maya1280		Mayi-Kutuna	+	-	+	0	0	0	0
ɳ	maya1280		Mayi-Kutuna	+	-	-	0	0	0	0
n̪	maya1280		Mayi-Kutuna	+	+	+	0	0	0	0
ȵ	maya1280		Mayi-Kutuna	+	+	-	0	0	0	0
l	maya1280		Mayi-Kutuna	+	-	+	0	0	0	0
ɭ	maya1280		Mayi-Kutuna	+	-	-	0	0	0	0
r	maya1280		Mayi-Kutuna	+	-	+	0	0	0	0
ɻ	maya1280		Mayi-Kutuna	+	-	-	0	0	0	0
j	maya1280		Mayi-Kutuna	+	+	-	0	0	0	0
t	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	+	0	0	0	0
ʈ	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	-	0	0	0	0
t̪	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	+	+	0	0	0	0
ȶ	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	+	-	0	0	0	0
n	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	+	0	0	0	0
ɳ	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	-	0	0	0	0
n̪	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	+	+	0	0	0	0
ȵ	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	+	-	0	0	0	0
l	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	+	0	0	0	0
ɭ	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	-	0	0	0	0
ȴ	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	+	-	0	0	0	0
r	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	+	0	0	0	0
ɻ	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	-	-	0	0	0	0
j	0000mayi-thakurti	ngaw1240	Mayi-Thakurti	+	+	-	0	0	0	0
t	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	+	0	0	0	0
ʈ	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	-	0	0	0	0
t̪	0000mayi-yapi	mayk1239	Mayi-Yapi	+	+	+	0	0	0	0
ȶ	0000mayi-yapi	mayk1239	Mayi-Yapi	+	+	-	0	0	0	0
n	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	+	0	0	0	0
ɳ	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	-	0	0	0	0
n̪	0000mayi-yapi	mayk1239	Mayi-Yapi	+	+	+	0	0	0	0
ȵ	0000mayi-yapi	mayk1239	Mayi-Yapi	+	+	-	0	0	0	0
l	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	+	0	0	0	0
ɭ	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	-	0	0	0	0
r	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	+	0	0	0	0
ɻ	0000mayi-yapi	mayk1239	Mayi-Yapi	+	-	-	0	0	0	0
j	0000mayi-yapi	mayk1239	Mayi-Yapi	+	+	-	0	0	0	0
t	ngaw1240		Ngawun	+	-	+	0	0	0	0
ʈ	ngaw1240		Ngawun	+	-	-	0	0	0	0
t̪	ngaw1240		Ngawun	+	+	+	0	0	0	0
ȶ	ngaw1240		Ngawun	+	+	-	0	0	0	0
n	ngaw1240		Ngawun	+	-	+	0	0	0	0
ɳ	ngaw1240		Ngawun	+	-	-	0	0	0	0
n̪	ngaw1240		Ngawun	+	+	+	0	0	0	0
ȵ	ngaw1240		Ngawun	+	+	-	0	0	0	0
l	ngaw1240		Ngawun	+	-	+	0	0	0	0
ɭ	ngaw1240		Ngawun	+	-	-	0	0	0	0
r	ngaw1240		Ngawun	+	-	+	0	0	0	0
ɻ	ngaw1240		Ngawun	+	-	-	0	0	0	0
j	ngaw1240		Ngawun	+	+	-	0	0	0	0
t	0000wunumara	ngaw1240	Wunumara	+	-	+	0	0	0	0
ʈ	0000wunumara	ngaw1240	Wunumara	+	-	-	0	0	0	0
t̪	0000wunumara	ngaw1240	Wunumara	+	+	+	0	0	0	0
ȶ	0000wunumara	ngaw1240	Wunumara	+	+	-	0	0	0	0
n	0000wunumara	ngaw1240	Wunumara	+	-	+	0	0	0	0
ɳ	0000wunumara	ngaw1240	Wunumara	+	-	-	0	0	0	0
n̪	0000wunumara	ngaw1240	Wunumara	+	+	+	0	0	0	0
ȵ	0000wunumara	ngaw1240	Wunumara	+	+	-	0	0	0	0
l	0000wunumara	ngaw1240	Wunumara	+	-	+	0	0	0	0
ɭ	0000wunumara	ngaw1240	Wunumara	+	-	-	0	0	0	0
ȴ	0000wunumara	ngaw1240	Wunumara	+	+	-	0	0	0	0
r	0000wunumara	ngaw1240	Wunumara	+	-	+	0	0	0	0
ɻ	0000wunumara	ngaw1240	Wunumara	+	-	-	0	0	0	0
j	0000wunumara	ngaw1240	Wunumara	+	+	-	0	0	0	0
t	kala1379		Galaagu	+	-	+	0	0	0	0
ʈ	kala1379		Galaagu	+	-	-	0	0	0	0
t̪	kala1379		Galaagu	+	+	+	0	0	0	0
ȶ	kala1379		Galaagu	+	+	-	0	0	0	0
n	kala1379		Galaagu	+	-	+	0	0	0	0
ɳ	kala1379		Galaagu	+	-	-	0	0	0	0
n̪	kala1379		Galaagu	+	+	+	0	0	0	0
ȵ	kala1379		Galaagu	+	+	-	0	0	0	0
l	kala1379		Galaagu	+	-	+	0	0	0	0
ɭ	kala1379		Galaagu	+	-	-	0	0	0	0
l̪	kala1379		Galaagu	+	+	+	0	0	0	0
ȴ	kala1379		Galaagu	+	+	-	0	0	0	0
r	kala1379		Galaagu	+	-	+	0	0	0	0
ɻ	kala1379		Galaagu	+	-	-	0	0	0	0
j	kala1379		Galaagu	+	+	-	0	0	0	0
t	kala1401		Kalaamaya	+	-	+	0	0	0	0
ʈ	kala1401		Kalaamaya	+	-	-	0	0	0	0
t̪	kala1401		Kalaamaya	+	+	+	0	0	0	0
