IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	coronal	distributed	anterior	high	low	front	back
j	wori1245		Katthang	+	+	0	0	0	0	0
t̺	ngan1296		Nganyaywana	+	-	0	0	0	0	0
ȶ	ngan1296		Nganyaywana	+	+	0	0	0	0	0
n̺	ngan1296		Nganyaywana	+	-	0	0	0	0	0
ȵ	ngan1296		Nganyaywana	+	+	0	0	0	0	0
l̺	ngan1296		Nganyaywana	+	-	0	0	0	0	0
ȴ	ngan1296		Nganyaywana	+	+	0	0	0	0	0
r̺	ngan1296		Nganyaywana	+	-	0	0	0	0	0
ɹ̺	ngan1296		Nganyaywana	+	-	0	0	0	0	0
j	ngan1296		Nganyaywana	+	+	0	0	0	0	0
t̺	dyan1250		Thanggati	+	-	0	0	0	0	0
t̪	dyan1250		Thanggati	+	+	+	0	0	0	0
n̺	dyan1250		Thanggati	+	-	0	0	0	0	0
n̪	dyan1250		Thanggati	+	+	+	0	0	0	0
l̺	dyan1250		Thanggati	+	-	0	0	0	0	0
r̺	dyan1250		Thanggati	+	-	0	0	0	0	0
ɹ̺	dyan1250		Thanggati	+	-	0	0	0	0	0
j	dyan1250		Thanggati	+	+	-	0	0	0	0
t	buna1275		Bunuba	+	-	+	0	0	0	0
ʈ	buna1275		Bunuba	+	-	-	0	0	0	0
t̪	buna1275		Bunuba	+	+	+	0	0	0	0
ȶ	buna1275		Bunuba	+	+	-	0	0	0	0
n	buna1275		Bunuba	+	-	+	0	0	0	0
ɳ	buna1275		Bunuba	+	-	-	0	0	0	0
n̪	buna1275		Bunuba	+	+	+	0	0	0	0
ȵ	buna1275		Bunuba	+	+	-	0	0	0	0
l	buna1275		Bunuba	+	-	+	0	0	0	0
ɭ	buna1275		Bunuba	+	-	-	0	0	0	0
ȴ	buna1275		Bunuba	+	+	-	0	0	0	0
r	buna1275		Bunuba	+	-	+	0	0	0	0
ɻ	buna1275		Bunuba	+	-	-	0	0	0	0
j	buna1275		Bunuba	+	+	-	0	0	0	0
j̪	buna1275		Bunuba	+	+	+	0	0	0	0
t	goon1238		Gooniyandi	+	-	+	0	0	0	0
ʈ	goon1238		Gooniyandi	+	-	-	0	0	0	0
t̪	goon1238		Gooniyandi	+	+	+	0	0	0	0
ȶ	goon1238		Gooniyandi	+	+	-	0	0	0	0
n	goon1238		Gooniyandi	+	-	+	0	0	0	0
ɳ	goon1238		Gooniyandi	+	-	-	0	0	0	0
n̪	goon1238		Gooniyandi	+	+	+	0	0	0	0
ȵ	goon1238		Gooniyandi	+	+	-	0	0	0	0
l	goon1238		Gooniyandi	+	-	+	0	0	0	0
ɭ	goon1238		Gooniyandi	+	-	-	0	0	0	0
ȴ	goon1238		Gooniyandi	+	+	-	0	0	0	0
r	goon1238		Gooniyandi	+	-	+	0	0	0	0
ɻ	goon1238		Gooniyandi	+	-	-	0	0	0	0
j	goon1238		Gooniyandi	+	+	-	0	0	0	0
t	madn1237		Matngele	+	-	+	0	0	0	0
ʈ	madn1237		Matngele	+	-	-	0	0	0	0
ȶ	madn1237		Matngele	+	+	0	0	0	0	0
n	madn1237		Matngele	+	-	+	0	0	0	0
ɳ	madn1237		Matngele	+	-	-	0	0	0	0
ȵ	madn1237		Matngele	+	+	0	0	0	0	0
l	madn1237		Matngele	+	-	+	0	0	0	0
ɭ	madn1237		Matngele	+	-	-	0	0	0	0
ȴ	madn1237		Matngele	+	+	0	0	0	0	0
r	madn1237		Matngele	+	-	+	0	0	0	0
ɻ	madn1237		Matngele	+	-	-	0	0	0	0
j	madn1237		Matngele	+	+	0	0	0	0	0
t͉	murr1259		Murrinh-patha	+	-	+	0	0	0	0
t͈	murr1259		Murrinh-patha	+	-	+	0	0	0	0
ʈ͉	murr1259		Murrinh-patha	+	-	-	0	0	0	0
ʈ͈	murr1259		Murrinh-patha	+	-	-	0	0	0	0
t̪͉	murr1259		Murrinh-patha	+	+	+	0	0	0	0
t̪͈	murr1259		Murrinh-patha	+	+	+	0	0	0	0
ȶ͉	murr1259		Murrinh-patha	+	+	-	0	0	0	0
ȶ͈	murr1259		Murrinh-patha	+	+	-	0	0	0	0
n	murr1259		Murrinh-patha	+	-	+	0	0	0	0
ɳ	murr1259		Murrinh-patha	+	-	-	0	0	0	0
n̪	murr1259		Murrinh-patha	+	+	+	0	0	0	0
ȵ	murr1259		Murrinh-patha	+	+	-	0	0	0	0
l	murr1259		Murrinh-patha	+	-	+	0	0	0	0
ɭ	murr1259		Murrinh-patha	+	-	-	0	0	0	0
r	murr1259		Murrinh-patha	+	-	+	0	0	0	0
ɻ	murr1259		Murrinh-patha	+	-	-	0	0	0	0
j	murr1259		Murrinh-patha	+	+	-	0	0	0	0
t	mari1417		Marramaninyshi	+	-	+	0	0	0	0
ʈ	mari1417		Marramaninyshi	+	-	-	0	0	0	0
ȶ	mari1417		Marramaninyshi	+	+	0	0	0	0	0
n	mari1417		Marramaninyshi	+	-	+	0	0	0	0
ɳ	mari1417		Marramaninyshi	+	-	-	0	0	0	0
ȵ	mari1417		Marramaninyshi	+	+	0	0	0	0	0
l	mari1417		Marramaninyshi	+	-	+	0	0	0	0
ɭ	mari1417		Marramaninyshi	+	-	-	0	0	0	0
r	mari1417		Marramaninyshi	+	-	+	0	0	0	0
ɻ	mari1417		Marramaninyshi	+	-	-	0	0	0	0
j	mari1417		Marramaninyshi	+	+	0	0	0	0	0
t͉	mari1419		Marringarr	+	-	+	0	0	0	0
t͈	mari1419		Marringarr	+	-	+	0	0	0	0
ʈ͉	mari1419		Marringarr	+	-	-	0	0	0	0
ʈ͈	mari1419		Marringarr	+	-	-	0	0	0	0
t̪͈	mari1419		Marringarr	+	+	+	0	0	0	0
ȶ͉	mari1419		Marringarr	+	+	-	0	0	0	0
ȶ͈	mari1419		Marringarr	+	+	-	0	0	0	0
n	mari1419		Marringarr	+	-	+	0	0	0	0
ɳ	mari1419		Marringarr	+	-	-	0	0	0	0
n̪	mari1419		Marringarr	+	+	+	0	0	0	0
ȵ	mari1419		Marringarr	+	+	-	0	0	0	0
l	mari1419		Marringarr	+	-	+	0	0	0	0
ɭ	mari1419		Marringarr	+	-	-	0	0	0	0
l̪	mari1419		Marringarr	+	+	+	0	0	0	0
r	mari1419		Marringarr	+	-	+	0	0	0	0
ɻ	mari1419		Marringarr	+	-	-	0	0	0	0
j	mari1419		Marringarr	+	+	-	0	0	0	0
ʑ	mari1419		Marringarr	+	+	-	0	0	0	0
ʐ	mari1419		Marringarr	+	-	-	0	0	0	0
ð	mari1419		Marringarr	+	+	+	0	0	0	0
t͉	mari1424		Marrithiyel	+	-	+	0	0	0	0
t͈	mari1424		Marrithiyel	+	-	+	0	0	0	0
ʈ͉	mari1424		Marrithiyel	+	-	-	0	0	0	0
t̪͉	mari1424		Marrithiyel	+	+	+	0	0	0	0
ȶ͉	mari1424		Marrithiyel	+	+	-	0	0	0	0
ȶ͈	mari1424		Marrithiyel	+	+	-	0	0	0	0
n	mari1424		Marrithiyel	+	-	+	0	0	0	0
ȵ	mari1424		Marrithiyel	+	+	-	0	0	0	0
l	mari1424		Marrithiyel	+	-	+	0	0	0	0
r	mari1424		Marrithiyel	+	-	+	0	0	0	0
ɻ	mari1424		Marrithiyel	+	-	-	0	0	0	0
j	mari1424		Marrithiyel	+	+	-	0	0	0	0
t͉	mart1254		Marti Ke	+	-	+	0	0	0	0
t͈	mart1254		Marti Ke	+	-	+	0	0	0	0
ʈ͉	mart1254		Marti Ke	+	-	-	0	0	0	0
ʈ͈	mart1254		Marti Ke	+	-	-	0	0	0	0
t̪͈	mart1254		Marti Ke	+	+	+	0	0	0	0
ȶ͉	mart1254		Marti Ke	+	+	-	0	0	0	0
ȶ͈	mart1254		Marti Ke	+	+	-	0	0	0	0
n	mart1254		Marti Ke	+	-	+	0	0	0	0
ɳ	mart1254		Marti Ke	+	-	-	0	0	0	0
n̪	mart1254		Marti Ke	+	+	+	0	0	0	0
ȵ	mart1254		Marti Ke	+	+	-	0	0	0	0
l	mart1254		Marti Ke	+	-	+	0	0	0	0
ɭ	mart1254		Marti Ke	+	-	-	0	0	0	0
r	mart1254		Marti Ke	+	-	+	0	0	0	0
ɻ	mart1254		Marti Ke	+	-	-	0	0	0	0
j	mart1254		Marti Ke	+	+	-	0	0	0	0
ʑ	mart1254		Marti Ke	+	+	-	0	0	0	0
ʐ	mart1254		Marti Ke	+	-	-	0	0	0	0
ð	mart1254		Marti Ke	+	+	+	0	0	0	0
t	wadj1254		Patjtjamalh	+	-	+	0	0	0	0
ʈ	wadj1254		Patjtjamalh	+	-	-	0	0	0	0
ȶ	wadj1254		Patjtjamalh	+	+	0	0	0	0	0
n	wadj1254		Patjtjamalh	+	-	+	0	0	0	0
ɳ	wadj1254		Patjtjamalh	+	-	-	0	0	0	0
ȵ	wadj1254		Patjtjamalh	+	+	0	0	0	0	0
l	wadj1254		Patjtjamalh	+	-	+	0	0	0	0
ɭ	wadj1254		Patjtjamalh	+	-	-	0	0	0	0
ȴ	wadj1254		Patjtjamalh	+	+	0	0	0	0	0
r	wadj1254		Patjtjamalh	+	-	+	0	0	0	0
ɻ	wadj1254		Patjtjamalh	+	-	-	0	0	0	0
j	wadj1254		Patjtjamalh	+	+	0	0	0	0	0
t͉	amii1238		Emmi	+	-	+	0	0	0	0
t͈	amii1238		Emmi	+	-	+	0	0	0	0
ʈ͉	amii1238		Emmi	+	-	-	0	0	0	0
ʈ͈	amii1238		Emmi	+	-	-	0	0	0	0
t̪͉	amii1238		Emmi	+	+	+	0	0	0	0
t̪͈	amii1238		Emmi	+	+	+	0	0	0	0
ȶ͉	amii1238		Emmi	+	+	-	0	0	0	0
ȶ͈	amii1238		Emmi	+	+	-	0	0	0	0
n	amii1238		Emmi	+	-	+	0	0	0	0
ɳ	amii1238		Emmi	+	-	-	0	0	0	0
n̪	amii1238		Emmi	+	+	+	0	0	0	0
ȵ	amii1238		Emmi	+	+	-	0	0	0	0
l	amii1238		Emmi	+	-	+	0	0	0	0
l̪	amii1238		Emmi	+	+	+	0	0	0	0
ȴ	amii1238		Emmi	+	+	-	0	0	0	0
r	amii1238		Emmi	+	-	+	0	0	0	0
ɻ	amii1238		Emmi	+	-	-	0	0	0	0
j	amii1238		Emmi	+	+	-	0	0	0	0
ʐ	amii1238		Emmi	+	-	-	0	0	0	0
t	lara1258		Larrakia	+	-	+	0	0	0	0
ʈ	lara1258		Larrakia	+	-	-	0	0	0	0
ȶ	lara1258		Larrakia	+	+	0	0	0	0	0
n	lara1258		Larrakia	+	-	+	0	0	0	0
ɳ	lara1258		Larrakia	+	-	-	0	0	0	0
ȵ	lara1258		Larrakia	+	+	0	0	0	0	0
l	lara1258		Larrakia	+	-	+	0	0	0	0
ɭ	lara1258		Larrakia	+	-	-	0	0	0	0
ȴ	lara1258		Larrakia	+	+	0	0	0	0	0
r	lara1258		Larrakia	+	-	+	0	0	0	0
ɻ	lara1258		Larrakia	+	-	-	0	0	0	0
j	lara1258		Larrakia	+	+	0	0	0	0	0
t͉	nucl1327		Limilngan	+	-	+	0	0	0	0
t͈	nucl1327		Limilngan	+	-	+	0	0	0	0
ʈ͉	nucl1327		Limilngan	+	-	-	0	0	0	0
ʈ͈	nucl1327		Limilngan	+	-	-	0	0	0	0
ȶ͉	nucl1327		Limilngan	+	+	0	0	0	0	0
ȶ͈	nucl1327		Limilngan	+	+	0	0	0	0	0
n	nucl1327		Limilngan	+	-	+	0	0	0	0
ɳ	nucl1327		Limilngan	+	-	-	0	0	0	0
ȵ	nucl1327		Limilngan	+	+	0	0	0	0	0
l	nucl1327		Limilngan	+	-	+	0	0	0	0
ɭ	nucl1327		Limilngan	+	-	-	0	0	0	0
ȴ	nucl1327		Limilngan	+	+	0	0	0	0	0
r	nucl1327		Limilngan	+	-	+	0	0	0	0
ɻ	nucl1327		Limilngan	+	-	-	0	0	0	0
j	nucl1327		Limilngan	+	+	0	0	0	0	0
t	umbu1235		Umbugarla	+	-	+	0	0	0	0
ʈ	umbu1235		Umbugarla	+	-	-	0	0	0	0
ȶ	umbu1235		Umbugarla	+	+	0	0	0	0	0
n	umbu1235		Umbugarla	+	-	+	0	0	0	0
ɳ	umbu1235		Umbugarla	+	-	-	0	0	0	0
ȵ	umbu1235		Umbugarla	+	+	0	0	0	0	0
l	umbu1235		Umbugarla	+	-	+	0	0	0	0
ɭ	umbu1235		Umbugarla	+	-	-	0	0	0	0
ȴ	umbu1235		Umbugarla	+	+	0	0	0	0	0
r	umbu1235		Umbugarla	+	-	+	0	0	0	0
ɻ	umbu1235		Umbugarla	+	-	-	0	0	0	0
j	umbu1235		Umbugarla	+	+	0	0	0	0	0
t	erre1238		Erre	+	-	+	0	0	0	0
ʈ	erre1238		Erre	+	-	-	0	0	0	0
ȶ	erre1238		Erre	+	+	0	0	0	0	0
n	erre1238		Erre	+	-	+	0	0	0	0
ɳ	erre1238		Erre	+	-	-	0	0	0	0
ȵ	erre1238		Erre	+	+	0	0	0	0	0
l	erre1238		Erre	+	-	+	0	0	0	0
ɭ	erre1238		Erre	+	-	-	0	0	0	0
ȴ	erre1238		Erre	+	+	0	0	0	0	0
r	erre1238		Erre	+	-	+	0	0	0	0
ɻ	erre1238		Erre	+	-	-	0	0	0	0
j	erre1238		Erre	+	+	0	0	0	0	0
t	mang1382		Mengerrdji	+	-	+	0	0	0	0
ʈ	mang1382		Mengerrdji	+	-	-	0	0	0	0
ȶ	mang1382		Mengerrdji	+	+	0	0	0	0	0
n	mang1382		Mengerrdji	+	-	+	0	0	0	0
ɳ	mang1382		Mengerrdji	+	-	-	0	0	0	0
ȵ	mang1382		Mengerrdji	+	+	0	0	0	0	0
l	mang1382		Mengerrdji	+	-	+	0	0	0	0
ɭ	mang1382		Mengerrdji	+	-	-	0	0	0	0
ȴ	mang1382		Mengerrdji	+	+	0	0	0	0	0
r	mang1382		Mengerrdji	+	-	+	0	0	0	0
ɻ	mang1382		Mengerrdji	+	-	-	0	0	0	0
j	mang1382		Mengerrdji	+	+	0	0	0	0	0
t	urni1239		Urningangg	+	-	+	0	0	0	0
ʈ	urni1239		Urningangg	+	-	-	0	0	0	0
ȶ	urni1239		Urningangg	+	+	0	0	0	0	0
n	urni1239		Urningangg	+	-	+	0	0	0	0
ɳ	urni1239		Urningangg	+	-	-	0	0	0	0
ȵ	urni1239		Urningangg	+	+	0	0	0	0	0
l	urni1239		Urningangg	+	-	+	0	0	0	0
ɭ	urni1239		Urningangg	+	-	-	0	0	0	0
ȴ	urni1239		Urningangg	+	+	0	0	0	0	0
r	urni1239		Urningangg	+	-	+	0	0	0	0
ɻ	urni1239		Urningangg	+	-	-	0	0	0	0
j	urni1239		Urningangg	+	+	0	0	0	0	0
t	anin1240		Anindilyakwa	+	-	+	0	0	0	0
ʈ	anin1240		Anindilyakwa	+	-	-	0	0	0	0
t̪	anin1240		Anindilyakwa	+	+	+	0	0	0	0
ȶ	anin1240		Anindilyakwa	+	+	-	0	0	0	0
n	anin1240		Anindilyakwa	+	-	+	0	0	0	0
ɳ	anin1240		Anindilyakwa	+	-	-	0	0	0	0
n̪	anin1240		Anindilyakwa	+	+	+	0	0	0	0
ȵ	anin1240		Anindilyakwa	+	+	-	0	0	0	0
l	anin1240		Anindilyakwa	+	-	+	0	0	0	0
ɭ	anin1240		Anindilyakwa	+	-	-	0	0	0	0
l̪	anin1240		Anindilyakwa	+	+	+	0	0	0	0
ȴ	anin1240		Anindilyakwa	+	+	-	0	0	0	0
r	anin1240		Anindilyakwa	+	-	+	0	0	0	0
ɻ	anin1240		Anindilyakwa	+	-	-	0	0	0	0
j	anin1240		Anindilyakwa	+	+	-	0	0	0	0
t͉	ngal1292		Dalabon	+	-	+	0	0	0	0
t͈	ngal1292		Dalabon	+	-	+	0	0	0	0
ʈ͉	ngal1292		Dalabon	+	-	-	0	0	0	0
ʈ͈	ngal1292		Dalabon	+	-	-	0	0	0	0
ȶ͉	ngal1292		Dalabon	+	+	0	0	0	0	0
ȶ͈	ngal1292		Dalabon	+	+	0	0	0	0	0
n	ngal1292		Dalabon	+	-	+	0	0	0	0
ɳ	ngal1292		Dalabon	+	-	-	0	0	0	0
ȵ	ngal1292		Dalabon	+	+	0	0	0	0	0
l	ngal1292		Dalabon	+	-	+	0	0	0	0
ɭ	ngal1292		Dalabon	+	-	-	0	0	0	0
r	ngal1292		Dalabon	+	-	+	0	0	0	0
ɻ	ngal1292		Dalabon	+	-	-	0	0	0	0
j	ngal1292		Dalabon	+	+	0	0	0	0	0
t	gaga1251		Gaagudju	+	-	+	0	0	0	0
ʈ	gaga1251		Gaagudju	+	-	-	0	0	0	0
ȶ	gaga1251		Gaagudju	+	+	0	0	0	0	0
n	gaga1251		Gaagudju	+	-	+	0	0	0	0
ɳ	gaga1251		Gaagudju	+	-	-	0	0	0	0
ȵ	gaga1251		Gaagudju	+	+	0	0	0	0	0
l	gaga1251		Gaagudju	+	-	+	0	0	0	0
ɭ	gaga1251		Gaagudju	+	-	-	0	0	0	0
ȴ	gaga1251		Gaagudju	+	+	0	0	0	0	0
r	gaga1251		Gaagudju	+	-	+	0	0	0	0
ɻ	gaga1251		Gaagudju	+	-	-	0	0	0	0
j	gaga1251		Gaagudju	+	+	0	0	0	0	0
t͉	ngal1293		Ngalakgan	+	-	+	0	0	0	0
t͈	ngal1293		Ngalakgan	+	-	+	0	0	0	0
ʈ͉	ngal1293		Ngalakgan	+	-	-	0	0	0	0
ʈ͈	ngal1293		Ngalakgan	+	-	-	0	0	0	0
ȶ͉	ngal1293		Ngalakgan	+	+	0	0	0	0	0
ȶ͈	ngal1293		Ngalakgan	+	+	0	0	0	0	0
n	ngal1293		Ngalakgan	+	-	+	0	0	0	0
ɳ	ngal1293		Ngalakgan	+	-	-	0	0	0	0
ȵ	ngal1293		Ngalakgan	+	+	0	0	0	0	0
l	ngal1293		Ngalakgan	+	-	+	0	0	0	0
ɭ	ngal1293		Ngalakgan	+	-	-	0	0	0	0
r	ngal1293		Ngalakgan	+	-	+	0	0	0	0
ɻ	ngal1293		Ngalakgan	+	-	-	0	0	0	0
j	ngal1293		Ngalakgan	+	+	0	0	0	0	0
t͉	ngan1295		Ngandi	+	-	+	0	0	0	0
t͈	ngan1295		Ngandi	+	-	+	0	0	0	0
ʈ͉	ngan1295		Ngandi	+	-	-	0	0	0	0
ʈ͈	ngan1295		Ngandi	+	-	-	0	0	0	0
t̪͉	ngan1295		Ngandi	+	+	+	0	0	0	0
t̪͈	ngan1295		Ngandi	+	+	+	0	0	0	0
ȶ͉	ngan1295		Ngandi	+	+	-	0	0	0	0
ȶ͈	ngan1295		Ngandi	+	+	-	0	0	0	0
n	ngan1295		Ngandi	+	-	+	0	0	0	0
ɳ	ngan1295		Ngandi	+	-	-	0	0	0	0
n̪	ngan1295		Ngandi	+	+	+	0	0	0	0
ȵ	ngan1295		Ngandi	+	+	-	0	0	0	0
l	ngan1295		Ngandi	+	-	+	0	0	0	0
ɭ	ngan1295		Ngandi	+	-	-	0	0	0	0
l̪	ngan1295		Ngandi	+	+	+	0	0	0	0
r	ngan1295		Ngandi	+	-	+	0	0	0	0
ɻ	ngan1295		Ngandi	+	-	-	0	0	0	0
j	ngan1295		Ngandi	+	+	-	0	0	0	0
t͉	kund1258		Gun-Dedjnjenghmi	+	-	+	0	0	0	0
t͈	kund1258		Gun-Dedjnjenghmi	+	-	+	0	0	0	0
ʈ͉	kund1258		Gun-Dedjnjenghmi	+	-	-	0	0	0	0
ʈ͈	kund1258		Gun-Dedjnjenghmi	+	-	-	0	0	0	0
ȶ͉	kund1258		Gun-Dedjnjenghmi	+	+	0	0	0	0	0
ȶ͈	kund1258		Gun-Dedjnjenghmi	+	+	0	0	0	0	0
n	kund1258		Gun-Dedjnjenghmi	+	-	+	0	0	0	0
ɳ	kund1258		Gun-Dedjnjenghmi	+	-	-	0	0	0	0
ȵ	kund1258		Gun-Dedjnjenghmi	+	+	0	0	0	0	0
l	kund1258		Gun-Dedjnjenghmi	+	-	+	0	0	0	0
ɭ	kund1258		Gun-Dedjnjenghmi	+	-	-	0	0	0	0
r	kund1258		Gun-Dedjnjenghmi	+	-	+	0	0	0	0
ɻ	kund1258		Gun-Dedjnjenghmi	+	-	-	0	0	0	0
j	kund1258		Gun-Dedjnjenghmi	+	+	0	0	0	0	0
t͉	gund1246		Gun-Djeihmi	+	-	+	0	0	0	0
t͈	gund1246		Gun-Djeihmi	+	-	+	0	0	0	0
ʈ͉	gund1246		Gun-Djeihmi	+	-	-	0	0	0	0
ʈ͈	gund1246		Gun-Djeihmi	+	-	-	0	0	0	0
ȶ͉	gund1246		Gun-Djeihmi	+	+	0	0	0	0	0
ȶ͈	gund1246		Gun-Djeihmi	+	+	0	0	0	0	0
n	gund1246		Gun-Djeihmi	+	-	+	0	0	0	0
ɳ	gund1246		Gun-Djeihmi	+	-	-	0	0	0	0
ȵ	gund1246		Gun-Djeihmi	+	+	0	0	0	0	0
l	gund1246		Gun-Djeihmi	+	-	+	0	0	0	0
ɭ	gund1246		Gun-Djeihmi	+	-	-	0	0	0	0
r	gund1246		Gun-Djeihmi	+	-	+	0	0	0	0
ɻ	gund1246		Gun-Djeihmi	+	-	-	0	0	0	0
j	gund1246		Gun-Djeihmi	+	+	0	0	0	0	0
t͉	gune1238		Kune	+	-	+	0	0	0	0
t͈	gune1238		Kune	+	-	+	0	0	0	0
ʈ͉	gune1238		Kune	+	-	-	0	0	0	0
ʈ͈	gune1238		Kune	+	-	-	0	0	0	0
ȶ͉	gune1238		Kune	+	+	0	0	0	0	0
ȶ͈	gune1238		Kune	+	+	0	0	0	0	0
n	gune1238		Kune	+	-	+	0	0	0	0
ɳ	gune1238		Kune	+	-	-	0	0	0	0
ȵ	gune1238		Kune	+	+	0	0	0	0	0
l	gune1238		Kune	+	-	+	0	0	0	0
ɭ	gune1238		Kune	+	-	-	0	0	0	0
r	gune1238		Kune	+	-	+	0	0	0	0
ɻ	gune1238		Kune	+	-	-	0	0	0	0
j	gune1238		Kune	+	+	0	0	0	0	0
t͉	mura1269		Kuninjku	+	-	+	0	0	0	0
t͈	mura1269		Kuninjku	+	-	+	0	0	0	0
ʈ͉	mura1269		Kuninjku	+	-	-	0	0	0	0
ʈ͈	mura1269		Kuninjku	+	-	-	0	0	0	0
ȶ͉	mura1269		Kuninjku	+	+	0	0	0	0	0
ȶ͈	mura1269		Kuninjku	+	+	0	0	0	0	0
n	mura1269		Kuninjku	+	-	+	0	0	0	0
ɳ	mura1269		Kuninjku	+	-	-	0	0	0	0
ȵ	mura1269		Kuninjku	+	+	0	0	0	0	0
l	mura1269		Kuninjku	+	-	+	0	0	0	0
ɭ	mura1269		Kuninjku	+	-	-	0	0	0	0
r	mura1269		Kuninjku	+	-	+	0	0	0	0
ɻ	mura1269		Kuninjku	+	-	-	0	0	0	0
j	mura1269		Kuninjku	+	+	0	0	0	0	0
t͉	guma1252		Kunwinjku	+	-	+	0	0	0	0
t͈	guma1252		Kunwinjku	+	-	+	0	0	0	0
ʈ͉	guma1252		Kunwinjku	+	-	-	0	0	0	0
ʈ͈	guma1252		Kunwinjku	+	-	-	0	0	0	0
ȶ͉	guma1252		Kunwinjku	+	+	0	0	0	0	0
ȶ͈	guma1252		Kunwinjku	+	+	0	0	0	0	0
n	guma1252		Kunwinjku	+	-	+	0	0	0	0
ɳ	guma1252		Kunwinjku	+	-	-	0	0	0	0
ȵ	guma1252		Kunwinjku	+	+	0	0	0	0	0
l	guma1252		Kunwinjku	+	-	+	0	0	0	0
ɭ	guma1252		Kunwinjku	+	-	-	0	0	0	0
r	guma1252		Kunwinjku	+	-	+	0	0	0	0
ɻ	guma1252		Kunwinjku	+	-	-	0	0	0	0
j	guma1252		Kunwinjku	+	+	0	0	0	0	0
t͉	naia1238		Mayali	+	-	+	0	0	0	0
t͈	naia1238		Mayali	+	-	+	0	0	0	0
ʈ͉	naia1238		Mayali	+	-	-	0	0	0	0
ʈ͈	naia1238		Mayali	+	-	-	0	0	0	0
ȶ͉	naia1238		Mayali	+	+	0	0	0	0	0
ȶ͈	naia1238		Mayali	+	+	0	0	0	0	0
n	naia1238		Mayali	+	-	+	0	0	0	0
ɳ	naia1238		Mayali	+	-	-	0	0	0	0
ȵ	naia1238		Mayali	+	+	0	0	0	0	0
l	naia1238		Mayali	+	-	+	0	0	0	0
ɭ	naia1238		Mayali	+	-	-	0	0	0	0
r	naia1238		Mayali	+	-	+	0	0	0	0
ɻ	naia1238		Mayali	+	-	-	0	0	0	0
j	naia1238		Mayali	+	+	0	0	0	0	0
t͉	djau1244		Jawoyn	+	-	+	0	0	0	0
t͈	djau1244		Jawoyn	+	-	+	0	0	0	0
ʈ͉	djau1244		Jawoyn	+	-	-	0	0	0	0
ʈ͈	djau1244		Jawoyn	+	-	-	0	0	0	0
ȶ͉	djau1244		Jawoyn	+	+	0	0	0	0	0
ȶ͈	djau1244		Jawoyn	+	+	0	0	0	0	0
n	djau1244		Jawoyn	+	-	+	0	0	0	0
ɳ	djau1244		Jawoyn	+	-	-	0	0	0	0
ȵ	djau1244		Jawoyn	+	+	0	0	0	0	0
l	djau1244		Jawoyn	+	-	+	0	0	0	0
ɭ	djau1244		Jawoyn	+	-	-	0	0	0	0
r	djau1244		Jawoyn	+	-	+	0	0	0	0
ɻ	djau1244		Jawoyn	+	-	-	0	0	0	0
j	djau1244		Jawoyn	+	+	0	0	0	0	0
t͉	remb1249		Rembarrnga	+	-	+	0	0	0	0
t͈	remb1249		Rembarrnga	+	-	+	0	0	0	0
ʈ͉	remb1249		Rembarrnga	+	-	-	0	0	0	0
ʈ͈	remb1249		Rembarrnga	+	-	-	0	0	0	0
ȶ͉	remb1249		Rembarrnga	+	+	0	0	0	0	0
ȶ͈	remb1249		Rembarrnga	+	+	0	0	0	0	0
n	remb1249		Rembarrnga	+	-	+	0	0	0	0
ɳ	remb1249		Rembarrnga	+	-	-	0	0	0	0
ȵ	remb1249		Rembarrnga	+	+	0	0	0	0	0
l	remb1249		Rembarrnga	+	-	+	0	0	0	0
ɭ	remb1249		Rembarrnga	+	-	-	0	0	0	0
r	remb1249		Rembarrnga	+	-	+	0	0	0	0
ɻ	remb1249		Rembarrnga	+	-	-	0	0	0	0
j	remb1249		Rembarrnga	+	+	0	0	0	0	0
t	nung1290		Wubuy	+	-	+	0	0	0	0
ʈ	nung1290		Wubuy	+	-	-	0	0	0	0
t̪	nung1290		Wubuy	+	+	+	0	0	0	0
ȶ	nung1290		Wubuy	+	+	-	0	0	0	0
n	nung1290		Wubuy	+	-	+	0	0	0	0
ɳ	nung1290		Wubuy	+	-	-	0	0	0	0
n̪	nung1290		Wubuy	+	+	+	0	0	0	0
ȵ	nung1290		Wubuy	+	+	-	0	0	0	0
l	nung1290		Wubuy	+	-	+	0	0	0	0
ɭ	nung1290		Wubuy	+	-	-	0	0	0	0
l̪	nung1290		Wubuy	+	+	+	0	0	0	0
r	nung1290		Wubuy	+	-	+	0	0	0	0
ɻ	nung1290		Wubuy	+	-	-	0	0	0	0
j	nung1290		Wubuy	+	+	-	0	0	0	0
t	amar1271		Amurdak	+	-	+	0	0	0	0
ʈ	amar1271		Amurdak	+	-	-	0	0	0	0
ȶ	amar1271		Amurdak	+	+	0	0	0	0	0
n	amar1271		Amurdak	+	-	+	0	0	0	0
ɳ	amar1271		Amurdak	+	-	-	0	0	0	0
ȵ	amar1271		Amurdak	+	+	0	0	0	0	0
l	amar1271		Amurdak	+	-	+	0	0	0	0
ɭ	amar1271		Amurdak	+	-	-	0	0	0	0
ȴ	amar1271		Amurdak	+	+	0	0	0	0	0
r	amar1271		Amurdak	+	-	+	0	0	0	0
ɻ	amar1271		Amurdak	+	-	-	0	0	0	0
j	amar1271		Amurdak	+	+	0	0	0	0	0
