InventoryID	LanguageCode	Glottocode	BibtexKey	Source
720	gbp	gbay1287	Chanard2006	aa
721	gej	genn1243	Hartell1993	aa
721	gej	genn1243	Hartell1993	aa
722	gej	genn1243	Chanard2006	aa
722	gej	genn1243	Chanard2006	aa
723	god	godi1239	Hartell1993	aa
723	god	godi1239	Chanard2006	aa
724	gjn	gonj1241	Hartell1993	aa
724	gjn	gonj1241	Chanard2006	aa
725	gbo	nort2810	Hartell1993	aa
725	gbo	nort2810	Chanard2006	aa
726	gde	gude1246	Hartell1993	aa
726	gde	gude1246	Chanard2006	aa
727	gux	gour1243	Hartell1993	aa
727	gux	gour1243	Chanard2006	aa
728	hag	hang1258	Hartell1993	aa
728	hag	hang1258	Chanard2006	aa
729	hau	haus1257	Hartell1993	aa
729	hau	haus1257	Hartell1993	aa
730	hau	haus1257	Chanard2006	aa
730	hau	haus1257	Chanard2006	aa
731	ife	ifee1241	Hartell1993	aa
731	ife	ifee1241	Chanard2006	aa
732	ibo	nucl1417	Hartell1993	aa
732	ibo	nucl1417	Chanard2006	aa
733	ige	iged1239	Hartell1993	aa
733	ige	iged1239	Chanard2006	aa
734	ijs	sout2774	Hartell1993	aa
734	ijs	sout2774	Chanard2006	aa
735	izi	izie1238	Hartell1993	aa
735	izi	izie1238	Chanard2006	aa
736	izi	izie1238	Chanard2006	aa
736	izi	izie1238	Chanard2006	aa
737	dyo	jola1263	Hartell1993	aa
737	dyo	jola1263	Chanard2006	aa
738	bex	jurm1239	Hartell1993	aa
738	bex	jurm1239	Chanard2006	aa
739	kbp	kabi1261	Hartell1993	aa
739	kbp	kabi1261	Chanard2006	aa
740	kkj	kako1242	Hartell1993	aa
740	kkj	kako1242	Chanard2006	aa
741	bqx	baan1242	Hartell1993	aa
741	bqx	baan1242	Chanard2006	aa
742	knc	cent2050	Hartell1993	aa
742	knc	cent2050	Chanard2006	aa
743	kza	west2466	Hartell1993	aa
743	kza	west2466	Chanard2006	aa
744	kzr	kara1478	Hartell1993	aa
744	kzr	kara1478	Chanard2006	aa
745	xsm	kase1253	Hartell1993	aa
745	xsm	kase1253	Hartell1993	aa
746	xsm	kase1253	Chanard2006	aa
746	xsm	kase1253	Chanard2006	aa
747	ozm	koon1245	Hartell1993	aa
747	ozm	koon1245	Chanard2006	aa
748	kik	kiku1240	Hartell1993	aa
748	kik	kiku1240	Chanard2006	aa
749	kqs	nort2765	Hartell1993	aa
749	kqs	nort2765	Chanard2006	aa
750	bkm	komc1235	Hartell1993	aa
750	bkm	komc1235	Chanard2006	aa
751	kmw	komo1260	Hartell1993	aa
751	kmw	komo1260	Chanard2006	aa
752	xon	konk1269	Hartell1993	aa
752	xon	konk1269	Chanard2006	aa
753	xpe	libe1247	Hartell1993	aa
753	xpe	libe1247	Chanard2006	aa
754	gkp	guin1254	Hartell1993	aa
754	gkp	guin1254	Chanard2006	aa
755	krs	gbay1288	Hartell1993	aa
755	krs	gbay1288	Chanard2006	aa
756	kri	krio1253	Hartell1993	aa
756	kri	krio1253	Chanard2006	aa
757	ted	tepo1239	Hartell1993	aa
757	ted	tepo1239	Chanard2006	aa
758	kuj	kuri1259	Hartell1993	aa
758	kuj	kuri1259	Chanard2006	aa
759	kus	kusa1250	Hartell1993	aa
759	kus	kusa1250	Chanard2006	aa
760	las	lama1275	Hartell1993	aa
760	las	lama1275	Chanard2006	aa
761	lln	lele1276	Hartell1993	aa
761	lln	lele1276	Chanard2006	aa
762	led	lend1245	Hartell1993	aa
762	led	lend1245	Chanard2006	aa
763	lom	loma1260	Hartell1993	aa
763	lom	loma1260	Chanard2006	aa
764	lok	loko1255	Hartell1993	aa
764	lok	loko1255	Chanard2006	aa
765	lig	ligb1244	Hartell1993	aa
765	lig	ligb1244	Chanard2006	aa
766	lia	west2450	Hartell1993	aa
766	lia	west2450	Chanard2006	aa
767	lmp	limb1268	Hartell1993	aa
767	lmp	limb1268	Chanard2006	aa
768	lin	ling1263	Hartell1993	aa
768	lin	ling1263	Chanard2006	aa
769	dop	lukp1238	Hartell1993	aa
769	dop	lukp1238	Chanard2006	aa
770	lug	gand1255	Hartell1993	aa
770	lug	gand1255	Chanard2006	aa
771	lgg	lugb1240	Hartell1993	aa
771	lgg	lugb1240	Chanard2006	aa
772	lee	lyel1241	Hartell1993	aa
772	lee	lyel1241	Chanard2006	aa
773	mcu	came1252	Hartell1993	aa
773	mcu	came1252	Chanard2006	aa
774	mzk	nige1255	Hartell1993	aa
774	mzk	nige1255	Chanard2006	aa
775	maw	mamp1244	Hartell1993	aa
775	maw	mamp1244	Chanard2006	aa
776	mlq	west2500	Hartell1993	aa
776	mlq	west2500	Chanard2006	aa
777	emk	east2426	Hartell1993	aa
777	emk	east2426	Chanard2006	aa
778	mdj	mang1394	Hartell1993	aa
778	mdj	mang1394	Chanard2006	aa
779	mwk	kita1249	Hartell1993	aa
779	mwk	kita1249	Chanard2006	aa
780	muh	mund1326	Hartell1993	aa
780	muh	mund1326	Chanard2006	aa
781	mfn	cros1244	Hartell1993	aa
781	mfn	cros1244	Chanard2006	aa
782	mbo	mboc1235	Hartell1993	aa
782	mbo	mboc1235	Chanard2006	aa
783	mcp	maka1304	Hartell1993	aa
783	mcp	maka1304	Chanard2006	aa
784	men	mend1266	Hartell1993	aa
784	men	mend1266	Chanard2006	aa
785	mgo	meta1238	Hartell1993	aa
785	mgo	meta1238	Chanard2006	aa
786	myk	mama1271	Hartell1993	aa
786	myk	mama1271	Chanard2006	aa
787	mzw	degg1238	Hartell1993	aa
787	mzw	degg1238	Chanard2006	aa
788	mif	mofu1248	Hartell1993	aa
788	mif	mofu1248	Chanard2006	aa
789	mos	moss1236	Hartell1993	aa
789	mos	moss1236	Chanard2006	aa
790	moa	mwan1250	Hartell1993	aa
790	moa	mwan1250	Chanard2006	aa
791	mnf	mund1327	Hartell1993	aa
791	mnf	mund1327	Chanard2006	aa
792	mkw	kitu1245	Hartell1993	aa
792	mkw	kitu1245	Chanard2006	aa
793	mur	murl1244	Hartell1993	aa
793	mur	murl1244	Chanard2006	aa
794	sur	mwag1236	Hartell1993	aa
794	sur	mwag1236	Chanard2006	aa
795	nfr	nafa1258	Hartell1993	aa
795	nfr	nafa1258	Chanard2006	aa
796	nmz	nawd1238	Hartell1993	aa
796	nmz	nawd1238	Chanard2006	aa
797	nuv	nort2784	Hartell1993	aa
797	nuv	nort2784	Chanard2006	aa
798	lem	noma1260	Hartell1993	aa
798	lem	noma1260	Chanard2006	aa
799	sba	ngam1268	Hartell1993	aa
799	sba	ngam1268	Chanard2006	aa
800	nga	ngba1285	Hartell1993	aa
800	nga	ngba1285	Chanard2006	aa
801	ngb	nort2774	Hartell1993	aa
801	ngb	nort2774	Chanard2006	aa
802	nnh	ngie1241	Hartell1993	aa
802	nnh	ngie1241	Chanard2006	aa
803	nwb	nyab1255	Hartell1993	aa
803	nwb	nyab1255	Chanard2006	aa
804	lns	lamn1239	Hartell1993	aa
804	lns	lamn1239	Chanard2006	aa
805	yas	nugu1242	Hartell1993	aa
805	yas	nugu1242	Chanard2006	aa
806	nup	nupe1254	Hartell1993	aa
806	nup	nupe1254	Chanard2006	aa
807	mhi	madi1260	Hartell1993	aa
807	mhi	madi1260	Chanard2006	aa
808	pbi	park1239	Hartell1993	aa
808	pbi	park1239	Chanard2006	aa
809	fuc	pula1263	Hartell1993	aa
809	fuc	pula1263	Chanard2006	aa
810	fuf	pula1262	Hartell1993	aa
810	fuf	pula1262	Chanard2006	aa
811	rel	rend1243	Hartell1993	aa
811	rel	rend1243	Chanard2006	aa
812	spy	saba1262	Hartell1993	aa
812	spy	saba1262	Chanard2006	aa
813	sag	sang1328	Hartell1993	aa
813	sag	sang1328	Hartell1993	aa
814	sag	sang1328	Chanard2006	aa
814	sag	sang1328	Chanard2006	aa
815	seq	sena1262	Hartell1993	aa
815	seq	sena1262	Chanard2006	aa
816	srr	sere1260	Hartell1993	aa
816	srr	sere1260	Chanard2006	aa
817	sld	siss1242	Hartell1993	aa
817	sld	siss1242	Hartell1993	aa
818	sld	siss1242	Chanard2006	aa
818	sld	siss1242	Chanard2006	aa
819	khq	koyr1240	Hartell1993	aa
819	khq	koyr1240	Chanard2006	aa
820	snk	soni1259	Hartell1993	aa
820	snk	soni1259	Hartell1993	aa
821	snk	soni1259	Chanard2006	aa
821	snk	soni1259	Chanard2006	aa
822	sus	susu1250	Hartell1993	aa
822	sus	susu1250	Chanard2006	aa
823	swh	swah1253	Hartell1993	aa
823	swh	swah1253	Chanard2006	aa
824	ttq	tawa1286	Hartell1993	aa
824	ttq	tawa1286	Chanard2006	aa
825	taq	tama1365	Hartell1993	aa
825	taq	tama1365	Chanard2006	aa
826	yer	taro1263	Hartell1993	aa
826	yer	taro1263	Chanard2006	aa
827	lor	teen1242	Hartell1993	aa
827	lor	teen1242	Chanard2006	aa
828	tuq	teda1241	Hartell1993	aa
828	tuq	teda1241	Chanard2006	aa
829	kdh	temm1241	Hartell1993	aa
829	kdh	temm1241	Chanard2006	aa
830	tfi	tofi1235	Hartell1993	aa
830	tfi	tofi1235	Chanard2006	aa
831	tem	timn1235	Hartell1993	aa
831	tem	timn1235	Chanard2006	aa
832	tik	tika1246	Hartell1993	aa
832	tik	tika1246	Chanard2006	aa
833	toq	topo1242	Hartell1993	aa
833	toq	topo1242	Chanard2006	aa
834	neb	tour1242	Hartell1993	aa
834	neb	tour1242	Chanard2006	aa
835	tsp	nort2787	Hartell1993	aa
835	tsp	nort2787	Chanard2006	aa
836	vag	vagl1239	Hartell1993	aa
836	vag	vagl1239	Chanard2006	aa
837	vut	vute1244	Hartell1993	aa
837	vut	vute1244	Chanard2006	aa
838	wwa	waam1244	Hartell1993	aa
838	wwa	waam1244	Chanard2006	aa
839	wan	wann1242	Hartell1993	aa
839	wan	wann1242	Chanard2006	aa
840	wob	weno1238	Hartell1993	aa
840	wob	weno1238	Chanard2006	aa
841	wol	nucl1347	Hartell1993	aa
841	wol	nucl1347	Chanard2006	aa
842	yam	yamb1251	Hartell1993	aa
842	yam	yamb1251	Chanard2006	aa
843	yat	yamb1252	Hartell1993	aa
843	yat	yamb1252	Chanard2006	aa
844	yre	yaou1238	Hartell1993	aa
844	yre	yaou1238	Chanard2006	aa
845	ybb	yemb1246	Hartell1993	aa
845	ybb	yemb1246	Chanard2006	aa
846	pil	yomm1242	Hartell1993	aa
846	pil	yomm1242	Chanard2006	aa
847	yor	yoru1245	Hartell1993	aa
847	yor	yoru1245	Hartell1993	aa
848	yor	yoru1245	Chanard2006	aa
848	yor	yoru1245	Chanard2006	aa
849	zne	zand1248	Hartell1993	aa
849	zne	zand1248	Chanard2006	aa
850	dje	zarm1239	Hartell1993	aa
850	dje	zarm1239	Chanard2006	aa
851	gnd	zulg1242	Hartell1993	aa
851	gnd	zulg1242	Chanard2006	aa
852	fwe	fwee1238	fwe_baumbach1997	ph
853	yey	yeyi1239	yey_baumbach1997	ph
854	cav	cavi1250	cav_guillaume2004	ph
855	ccc	cham1318	ccc_parker1991	ph
856	che	chec1245	che_nichols1996	ph
857	cdm	chep1245	cdm_caughley1982	ph
858	mhr	east2328	mhr_sebeok1961	ph
859	cle	leal1235	cle_archivo1980	ph
860	ctu	chol1282	ctu_alvarez2002	ph
861	crw	chra1242	crw_tomas1971	ph
862	boi	barb1263	boi_wash2001	ph
863	crd	coeu1236	crd_doak1997	ph
864	com	coma1245	com_charney1993	ph
865	cup	cupe1243	cup_hill2005	ph
866	cuv	cuvo1236	cuv_ndokobai2003	ph
867	anv	deny1238	anv_mbuagbaw1996	ph
868	kxl	nepa1253	kxl_yadava2000	ph
869	aoj	mufi1238	aoj_conrad1978	ph
870	usa	usar1243	usa_bee1965	ph
871	kpr	kora1294	kpr_farr1974	ph
872	bjr	binu1245	bjr_oatridge1973	ph
873	ego	eggo1239	ego_blench2006	ph
874	ekp	ekpe1253	ekp_blench2006	ph
875	enb	mark1255	enb_zwarts2003	ph
876	ags	esim1238	ags_fointein1986	ph
877	fan	fang1246	fan_eko1974	ph
878	fuu	furu1242	fuu_boyeldieu2000	ph
879	gbd	kara1476	gbd_sands1989	ph
880	gby	gbar1246	gby_rosendall1998	ph
881	gvf	goli1247	gvf_evans2005	ph
882	gub	guaj1255	gub_bendorsamuel1966	ph
883	gup	gunw1252	gup_oates1964	ph
884	hay	haya1250	hay_byarushengo1977	ph
885	wya	wyan1247	wya_lagarde1980	ph
886	hch	huic1243	hch_mchintosh1945	ph
887	qwh	huay1240	qwh_levengood1982	ph
888	huv	sanm1287	huv_archivo1983	ph
889	qxw	jauj1238	qxw_wroughton1996	ph
890	lyn	luya1241	lyn_jacottet1896	ph
891	iby	iban1261	iby_blench2005	ph
892	imn	imon1245	imn_seiler1985	ph
893	inh	ingu1240	inh_nichols1996	ph
894	ksi	kris1246	ksi_donohue2002	ph
895	yal	yalu1240	yal_lupke2005	ph
896	izr	jara1263	jar_lukas1961	ph
897	jaa	jama1261	jaa_vogel2003	ph
898	tow	jeme1245	tow_yumitani1998	ph
899	mgi	liji1238	mgi_blench2006	ph
900	kab	kaby1243	kab_hamouma1987	ph
901	gid	gida1247	gid_noukeu2002	ph
902	kyz	kaya1329	kyz_souza2004	ph
903	kms	kama1367	kms_sanders1994a	ph
904	kxo	kano1245	kxo_bacelar2004	ph
905	ndb	kens1251	ndb_akeriweh2000	ph
906	xrb	east2398	xrb_wichser1994	ph
907	kmv	kari1301	kmv_tobler1983	ph
908	ken	keny1279	ken_mbuagbaw2000	ph
909	khr	khar1287	khr_peterson	ph
910	cog	chon1284	cog_ungsitipoonporn	ph
911	kin	kiny1244	kin_mpayimana2003	ph
912	okr	kiri1254	okr_blench2005	ph
913	kkk	koko1269	kkk_palmer1999	ph
914	kme	bako1250	kme_asobo1989	ph
915	kma	konn1242	kma_cahill1999	ph
916	kdt	kuyy1240	kdt_oranuch1984	ph
917	kle	kulu1253	kle_tolsma1999	ph
918	kto	kuot1243	kto_lindstrom2002	ph
919	kgg	kusu1250	kgg_watters2006	ph
920	kxv	kuvi1243	kxv_israel1979	ph
921	xwa	kwaz1243	xwa_voort2004	ph
922	lbj	lada1244	lbj_koshal1979	ph
923	lag	lang1320	lag_dunham2005	ph
924	lao	laoo1244	lao_morev1979	ph
925	lvk	lavu1241	lvk_terrill1999	ph
926	bwt	bafa1247	bwt_ebah1990	ph
927	lun	lund1266	lun_kawasha2003	ph
928	lch	luch1239	lch_fleisch2000	ph
929	bdu	orok1266	bdu_atta1993	ph
930	mkd	mace1250	mkd_friedman2002	ph
931	mxu	mada1293	mxu_blench2006	ph
932	grg	madi1261	grg_blackings2003	ph
933	mva	mana1295	mva_turner1986	ph
934	bce	bame1260	bce_forku2000	ph
935	nmm	mana1288	nmm_hildebrandt2004	ph
936	nge	ngem1255	nge_swiri1998	ph
937	mec	mara1385	mec_heath1981	ph
938	ayz	maib1239	ayz_dol1999	ph
939	gmm	gbay1281	gmm_boyd1997	ph
940	byv	medu1238	byv_nganmou1991	ph
941	xmf	ming1252	xmf_harris1991	ph
942	bfm	mmen1238	bfm_bangha2003	ph
943	mwt	moke1242	mwt_veena1980	ph
944	cas	mose1249	cas_sakel2004	ph
945	mgg	mpon1254	mgg_djiafeua1989	ph
946	mhk	mung1266	mhk_nahjella1997	ph
947	nmg	kwas1243	nmg_ngue2002	ph
948	mlv	motl1237	mlv_francois2001	ph
949	nnm	nami1256	nnm_feldpausch1992	ph
950	nml	ndem1249	nml_ngoran1999	ph
951	apm	mesc1238	apm_hoijer1946	ph
952	yum	quec1382	yum_halpern1946	ph
953	nnk	nank1250	nnk_spaulding1994	ph
954	niq	nand1266	niq_creider1989	ph
955	kig	kima1246	kig_saowalak1993	ph
956	mff	naki1238	mff_kum2002	ph
957	ncl	mich1245	ncl_langacker1979	ph
958	nag	naga1394	nag_bhattacharjya2001	ph
959	nsh	ngos1238	nsh_bolima1998	ph
960	nig	ngal1293	nig_baker1999	ph
961	nam	nang1259	nam_hoddinott1988	ph
962	igo	iseb1246	igo_ngouagna1988	ph
963	nla	ngom1271	nla_voutsa2003	ph
964	nuk	noot1239	noo_davidson2002	ph
965	kxm	nort2684	kxm_phunsap1984	ph
966	pao	nort2954	pao_thornes2003	ph
967	kcn	nubi1253	kcn_wellens2003	ph
968	nus	nuer1246	nus_frank1999	ph
969	ekm	elip1238	ekm_ekambi1990	ph
970	nym	nyam1276	nym_maganga1992	ph
971	nyl	nyeu1238	nyl_taweeporn1998	ph
972	ann	obol1243	ann_faraclas1984	ph
973	mpt	mian1256	mpt_loving1974	ph
974	fai	faiw1243	fai_loving1974	ph
975	oku	okuu1243	oku_yensi1996	ph
976	oss	osse1243	oss_hettich1997	ph
977	pau	pala1344	pau_josephs1975	ph
978	okv	orok1269	okv_loving1977	ph
979	yll	yill1241	yll_loving1977	ph
980	niz	ning1273	niz_loving1977	ph
981	dob	dobu1241	dob_loving1977	ph
982	smq	samo1303	smq_loving1977	ph
983	uvh	urii1240	uvh_loving1974	ph
984	bzf	boik1241	bzf_loving1974	ph
985	prt	phai1238	prt_unchalee1988	ph
986	mlf	mall1246	mlf_unchalee1988	ph
987	rma	rama1270	rma_grinevald1990	ph
988	xmt	matb1237	xmt_remijsen2002	ph
989	run	rund1242	run_rodegem1967	ph
990	nyn	nyan1307	nyn_poletto1998	ph
991	rwr	marw1260	rwr_magier1983	ph
992	ndi	samb1305	ndi_kong2004	ph
993	sbd	sout2844	sbd_platiel1979	ph
994	sxm	samr1245	sxm_ploykaew2001	ph
995	sae	saba1268	sae_antunes2004	ph
996	str	stra1244	str_montler2005	ph
997	sas	sasa1249	sas_austin1998	ph
998	svr	sava1244	svr_anonymous1927	ph
999	pos	sayu1241	pos_clark1995	ph
1000	sey	seco1241	sey_levinson1990	ph
1001	trv	taro1264	trv_asal1969	ph
1002	ssg	seim1238	ssg_wozna-wilson2005	ph
1003	sza	seme1247	sza_kruspe1999	ph
1004	ser	serr1255	ser_hill1967	ph
1005	sbf	shab1252	sbf_teferra1991	ph
1006	ywn	yawa1260	ywn_vieira2004	ph
1007	kde	mako1251	kde_liphola2001	ph
1008	sna	shon1251	sna_fortune1955	ph
1009	bax	bamu1253	bax_nchare2005	ph
1010	sjr	siar1238	sjr_rowe2005	ph
1011	skr	sera1259	skr_shackle1976	ph
1012	sjw	shaw1249	sjw_andrews1994	ph
1013	skv	nucl1634	skv_donohue2004	ph
1014	thm	aheu1239	thm_migliazza1998	ph
1015	erk	sout2856	erk_thieberger2004	ph
1016	spo	spok1245	spo_carlson1972	ph
1017	sso	siss1243	sso_demuth1992	ph
1018	stw	sata1237	stw_roddy2007	ph
1019	ulw	ulwa1239	ulw_green1999	ph
1020	jup	hupd1244	jup_epps2005	ph
1021	zoh	copa1236	zoh_johnson2000	ph
1022	ztp	loxi1235	ztp_beam2004	ph
1023	yuk	yuki1243	yuk_schlicter1985	ph
1024	yap	yape1248	yap_ballantyne2005	ph
1025	yur	yuro1248	yur_robins1958	ph
1026	yuz	yura1255	yuz_gijn2006	ph
1027	yux	sout2750	yux_maslova2003	ph
1028	wbm	nucl1290	wbm_wattana1998	ph
1029	wms	wamb1259	wms_vries1992	ph
1030	was	wash1253	was_jacobsen1964	ph
1031	way	waya1269	way_silva-tavares2005	ph
1032	woc	woge1237	woc_exter2003	ph
1033	var	huar1255	var_armendariz2005	ph
1034	vai	vaii1241	vai_welmers1976	ph
1035	ukr	ukra1253	ukr_pugh1999	ph
1036	phl	phal1254	phl_liljegren2008	ph
1037	mky	east2440	mky_bowden1997	ph
1038	tpi	tokp1240	tpi_gonzalez2005	ph
1039	bjz	baru1269	bjz_farr	ph
1040	tav	tatu1247	tav_bostrom1998	ph
1041	tgw	tagw1240	tgw_casimir1998	ph
1042	mzn	maza1291	mzn_mohktarian2004	ph
1043	blk	paok1235	blk_orranat2000	ph
1044	tft	tern1247	tft_hayami2001	ph
1045	tob	toba1269	tob_klein1973	ph
1046	pol	poli1260	pol_jassem2003	ph
1047	cmn	mand1415	cmn_lee2003_phon	ph
1048	ijn	kala1381	ijn_harry2003	ph
1049	ydd	east2295	ydd_kleine2003	ph
1050	nld	dutc1256	nld_verhoeven2007	ph
1051	mla	malo1243	mla_riehl-jauncey2005	ph
1052	gay	gayo1244	gay_eades2006	ph
1053	jam	jama1262	jam_Harry2006_phon	ph
1054	mcs	mamb1294	mcs_anonby2006	ph
1055	arg	arag1245	arg_Mott2007_phon	ph
1056	zts	tilq1235	zts_merrill2008_phon	ph
1057	ibb	ibib1240	ibb_urua2004	ph
1058	tam	tami1289	tam_keane2004	ph
1059	zpq	zoog1238	zpq_sonnenschein2004	ph
1060	bgo	baga1273	bgo_relich1973	ph
1061	nxl	sout2895	nxl_bolton1990	ph
1062	slu	sela1259	slu_coward1990	ph
1063	tvd	tsuv1239	tvd_lovelace1992	ph
1064	wos	hang1263	wos_wendal1993	ph
1065	blr	blan1242	blr_block1994	ph
1066	txx	tata1257	txx_dillon1994	ph
1067	bod	tibe1272	bod_cha1995	ph
1068	ruk	chee1238	ruk_wilson1996	ph
1069	tol	tolo1259	tol_bommelyn1997	ph
1070	pae	pagi1243	pae_reeder1998	ph
1071	cho	choc1276	cho_broadwell	ph
1072	crg	mich1243	crg_rosen2007	ph
1073	plg	pila1245	plg_vidal2001	ph
1074	yuc	yuch1247	yuc_linn2001	ph
1075	bwi	bani1255	bwi_granadillo2006	ph
1076	ktn	kari1311	ktn_everett2006	ph
1077	esi	nort2943	esi_nagai2006	ph
1078	zab	sanj1284	zab_lillehaugen2006	ph
1079	tzo	tzot1259	tzo_shklovsky2005	ph
1080	sid	sida1246	sid_kawachi2007	ph
1081	bdr	west2560	bdr_miller2007	ph
1082	cid	chim1301	cid_jany2007	ph
1083	tee	hueh1236	tee_kung2007	ph
1084	ute	utes1238	ute_oberly2008	ph
1085	duo	dupa1235	duo_robinson2008	ph
1086	ton	tong1325	ton_feldman1978	ph
1087	lmw	lake1258	lmw_callaghan1963	ph
1088	lzz	lazz1240	lzz_anderson1963	ph
1089	jun	juan1238	jun_matson1964	ph
1090	adn	adan1251	adn_haan2001	ph
1091	ael	ambe1247	ael_nganganu2001	ph
1092	apu	apur1254	apu_facundes2000	ph
1093	ace	achi1257	ace_asyik1987	ph
1094	aig	anti1245	aig_farquhar1974	ph
1095	akl	akla1241	akl_chai1971	ph
1096	arh	arhu1242	arh_frank1985	ph
1097	arr	karo1305	arr_gabas1999	ph
1098	ayl	liby1240	ayl_elfitoury1976	ph
1099	bbc	bata1289	bbc_percival1964	ph
1100	bci	baou1238	bci_timyan1977	ph
1101	bfw	bond1245	bfw_fernandez1968	ph
1102	biw	kolc1235	biw_begne1979	ph
1103	bla	siks1238	bla_tayler1969	ph
1104	bll	bilo1248	bll_einaudi1974	ph
1105	bzj	beli1260	bzj_greene1993	ph
1106	cku	koas1236	cku_kimball1985	ph
1107	coo	como1259	coo_harris1981	ph
1108	cso	soch1239	cso_foris1993	ph
1109	diq	diml1238	diq_todd1985	ph
1110	ets	yekh1238	ets_elimelech1976	ph
1111	frr	nort2626	frr_lasswell1998	ph
1112	gju	guja1253	gju_losey2002	ph
1113	gvc	guan1269	gvc_stenzel2004	ph
1114	hum	hung1278	hum_takizala1974	ph
1115	hur	halk1245	hur_galloway1977	ph
1116	hus	huas1242	hus_wedemeyer1988	ph
1117	ilo	ilok1237	ilo_rubino1997	ph
1118	kbc	kadi1248	kbc_sandalo1995	ph
1119	kub	kute1248	kub_koops1990	ph
1120	kwi	awac1239	kwi_curnow1997	ph
1121	lis	lisu1250	lis_roop1970	ph
1122	los	loni1238	los_hamel1985	ph
1123	mbe	mola1238	mbe_pharris2006	ph
1124	mcf	mats1244	mcf_fleck2003	ph
1125	mni	mani1292	mni_chelliah1992	ph
1126	mnk	mand1436	mnk_drame1981	ph
1127	moc	moco1246	moc_grondona1998	ph
1128	mam	mamm1241	mam_godfrey1981	ph
1129	myu	mund1330	myu_picanco2005	ph
1130	ncg	nisg1240	ncg_tarpent1987	ph
1131	nds	nort2627	nds_mierau1965	ph
1132	pmq	nort2984	pmq_berthiaume2003	ph
1133	par	pana1305	par_mclaughlin1987	ph
1134	pcm	nige1257	pcm_faraclas1989	ph
1135	pej	nort2966	pej_oconnor1987	ph
1136	poq	texi1237	poq_reilly2002	ph
1137	kca	khan1273	kca_filchenko2007	ph
1138	cat	stan1289	cat_carbonell1992	ph
1139	hrv	croa1245	hrv_landau-loncaric1995	ph
1140	ces	czec1258	ces_dankovicova1997	ph
1141	glg	gali1258	glg_reguiera1996	ph
1142	kbp	kabi1261	kbp_padayodi2008	ph
1143	mnh	mono1270	mnh_olson2004	ph
1144	ind	indo1316	ind_soderberg2008_phon	ph
1145	ita	ital1282	ita_rogers2004	ph
1146	qxl	sala1272	qxl_masaquiz2008	ph
1147	sei	seri1257	sei_marlett_etal2005	ph
1148	snd	sind1272	snd_nihalani1995	ph
1149	slv	slov1268	slv_sustarsic-komar1995	ph
1150	swe	swed1254	swe_engstrand1990	ph
1151	mky	east2440	mky_bowden-hajek1996	ph
1152	khc	tuka1248	khc_donohue1994	ph
1153	pib	yine1238	pib_sebastian-marlett2008	ph
1154	quc	kich1262	quc_larsen1988	ph
1155	qvh	huam1248	qvh_weber1983	ph
1156	qum	sipa1247	qum_barrett1999	ph
1157	qug	chim1302	qug_beukema1975	ph
1158	tpt	tlac1235	tpt_watters1988	ph
1159	abt	ambu1247	abt_wilson1973	ph
1160	aau	abau1245	aau_lock1990	ph
1161	ahg	qima1242	ahg_hetzron1969	ph
1162	ahk	akha1245	ahk_panadda1993	ph
1163	aly	alya1239	aly_yallop1977	ph
1164	amn	aman1265	amn_minch1992	ph
1165	anu	anua1242	anu_reh1996	ph
1166	jbj	aran1237	jbj_voorhoeve1985	ph
1167	aon	bumb1241	aon_fortune1942	ph
1168	tcb	tana1290	tcb_holton2000	ph
1169	avt	auuu1241	avt_scorza1985	ph
1170	tpz	tinp1237	tpz_loving1975	ph
1171	pex	peta1245	pex_loving1975	ph
1172	ptp	pate1247	ptp_loving1975	ph
1173	kcl	kela1255	kcl_loving1975	ph
1174	sgz	surs1246	sgz_loving1975	ph
1175	awx	awar1248	awx_quigley2003	ph
1176	azo	awin1248	azo_azieshi1994	ph
1177	kmn	awtu1239	kmn_feldman1986	ph
1178	bbw	baba1264	bbw_nashipu2005	ph
1179	bbk	baba1266	bbk_akumbu1999	ph
1180	bkh	bako1249	bkh_edika1990	ph
1181	muo	nyon1241	muo_kouonang1983	ph
1182	bvm	bamu1256	bvm_ngeloh2002	ph
1183	bgj	bang1356	bgj_mbah2003	ph
1184	bnm	bata1285	bnm_kouankem2003	ph
1185	bch	bari1286	bch_gallagher2005	ph
1186	bby	befa1241	bby_gueche2004	ph
1187	dbj	idaa1241	dbj_goudswaard2005	ph
1188	bem	bemb1257	bem_kula2002	ph
1189	brc	berb1259	brc_kouwenberg1994	ph
1190	xub	bett1235	xub_coelho2003	ph
1191	bhw	biak1248	bhw_heuvel2006	ph
1192	nbj	ngar1235	nbj_nordlinger1990	ph
1193	bhg	bina1277	bhg_wilson2002	ph
1194	bwq	sout2840	bwq_sanou1978	ph
1195	bol	nucl1695	bol_gimba2000	ph
1196	bot	bong1285	bot_abessolo1990	ph
1197	bwo	boro1277	bwo_bhattacharya1977	ph
1198	bkk	brok1247	bkk_ramaswami1982	ph
1199	bsp	baga1272	bsp_ganong1998	ph
1200	bbx	bubi1249	bbx_fiensong1993	ph
1201	bxk	buku1249	bxk_mutonyi2000	ph
1202	sbs	subi1246	sbs_baumbach1997	ph
1203	ttl	tote1238	ttl_baumbach1997	ph
1204	bmo	bamb1265	bmo_ayafor2002	ph
1205	mrq	nort2845	mrq_zewen1987	ph
1206	oon	onge1236	oon_dasgupta1982	ph
