InventoryID	Filename
494	http://web.phonetik.uni-frankfurt.de/L/L2157.html
495	http://web.phonetik.uni-frankfurt.de/L/L8604.html
496	http://web.phonetik.uni-frankfurt.de/L/L2700.html
497	http://web.phonetik.uni-frankfurt.de/L/L2512.html
498	http://web.phonetik.uni-frankfurt.de/L/L6708.html
499	http://web.phonetik.uni-frankfurt.de/L/L2006.html
500	http://web.phonetik.uni-frankfurt.de/L/L6730.html
501	http://web.phonetik.uni-frankfurt.de/L/L4212.html
502	http://web.phonetik.uni-frankfurt.de/L/L2406.html
503	http://web.phonetik.uni-frankfurt.de/L/L8353.html
504	http://web.phonetik.uni-frankfurt.de/L/L4227.html
505	http://web.phonetik.uni-frankfurt.de/L/L4207.html
506	http://web.phonetik.uni-frankfurt.de/L/L6805.html
507	http://web.phonetik.uni-frankfurt.de/L/L4124.html
508	http://web.phonetik.uni-frankfurt.de/L/L6750.html
509	http://web.phonetik.uni-frankfurt.de/L/L6736.html
510	http://web.phonetik.uni-frankfurt.de/L/L2025.html
511	http://web.phonetik.uni-frankfurt.de/L/L2314.html
512	http://web.phonetik.uni-frankfurt.de/L/L6854.html
513	http://web.phonetik.uni-frankfurt.de/L/L6804.html
514	http://web.phonetik.uni-frankfurt.de/L/L6849.html
515	http://web.phonetik.uni-frankfurt.de/L/L2402.html
516	http://web.phonetik.uni-frankfurt.de/L/L2013.html
517	http://web.phonetik.uni-frankfurt.de/L/L2410.html
518	http://web.phonetik.uni-frankfurt.de/L/L6742.html
519	http://web.phonetik.uni-frankfurt.de/L/L2430.html
520	http://web.phonetik.uni-frankfurt.de/L/L2309.html
521	http://web.phonetik.uni-frankfurt.de/L/L2014.html
522	http://web.phonetik.uni-frankfurt.de/L/L2434.html
523	http://web.phonetik.uni-frankfurt.de/L/L2520.html
524	http://web.phonetik.uni-frankfurt.de/L/L6819.html
525	http://web.phonetik.uni-frankfurt.de/L/L6732.html
526	http://web.phonetik.uni-frankfurt.de/L/L6838.html
527	http://web.phonetik.uni-frankfurt.de/L/L2012.html
528	http://web.phonetik.uni-frankfurt.de/L/L8625.html
529	http://web.phonetik.uni-frankfurt.de/L/L2420.html
530	http://web.phonetik.uni-frankfurt.de/L/L2008.html
531	http://web.phonetik.uni-frankfurt.de/L/L2603.html
532	http://web.phonetik.uni-frankfurt.de/L/L4902.html
533	http://web.phonetik.uni-frankfurt.de/L/L4143.html
534	http://web.phonetik.uni-frankfurt.de/L/L2161.html
535	http://web.phonetik.uni-frankfurt.de/L/L2304.html
536	http://web.phonetik.uni-frankfurt.de/L/L6754.html
537	http://web.phonetik.uni-frankfurt.de/L/L4111.html
538	http://web.phonetik.uni-frankfurt.de/L/L2164.html
539	http://web.phonetik.uni-frankfurt.de/L/L4200.html
540	http://web.phonetik.uni-frankfurt.de/L/L8603.html
541	http://web.phonetik.uni-frankfurt.de/L/L6855.html
542	http://web.phonetik.uni-frankfurt.de/L/L4356.html
543	http://web.phonetik.uni-frankfurt.de/L/L6778.html
544	http://web.phonetik.uni-frankfurt.de/L/L6746.html
545	http://web.phonetik.uni-frankfurt.de/L/L2020.html
546	http://web.phonetik.uni-frankfurt.de/L/L6811.html
547	http://web.phonetik.uni-frankfurt.de/L/L6779.html
